gene,chr,start,end,splice_type,novel,Panc1_ENCFF745DHX_in_cov,Panc1_ENCFF745DHX_total_cov
ENSG00000171621.13,chr1,9356220,9356585,TSS,True,109,127
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,89,788
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,686,766
ENSG00000117450.13,chr1,45521828,45521939,TSS,True,86,425
ENSG00000160087.20,chr1,1263386,1267861,5AS,False,138,157
ENSG00000160087.20,chr1,1263386,1273665,ES,False,14,136
ENSG00000160087.20,chr1,1267992,1273665,5AS,False,120,151
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,75,212
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,58,180
ENSG00000132716.18,chr1,160240370,160261284,ES,False,17,106
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,25,118
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,26,204
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,138,213
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,156,213
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,174,213
ENSG00000188157.14,chr1,1048010,1048365,TSS,True,109,138
ENSG00000188157.14,chr1,1051251,1051369,TSS,True,110,138
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,76,132
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,14,132
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,123,630
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,33,142
ENSG00000134375.10,chr1,201957509,201957574,TSS,True,126,142
ENSG00000011009.10,chr1,23794600,23794681,IR,False,101,115
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,59,145
ENSG00000011009.10,chr1,23794681,23795544,PAS,True,16,116
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,71,241
ENSG00000196154.11,chr1,153544653,153545056,TSS,True,216,241
ENSG00000142875.19,chr1,84078000,84078371,TSS,True,19,101
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,34,151
ENSG00000143164.15,chr1,168004793,168038370,ES,False,110,138
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,30,159
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,22,150
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,133,150
ENSG00000036549.12,chr1,77581888,77581978,3AS,False,40,122
ENSG00000036549.12,chr1,77584655,77633114,5AS,True,15,110
ENSG00000036549.12,chr1,77639602,77641521,ES,False,16,114
ENSG00000036549.12,chr1,77683261,77683840,TSS,True,35,129
ENSG00000036549.12,chr1,77682584,77682675,TSS,True,97,129
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,695,877
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,348,877
ENSG00000198830.10,chr1,26472415,26472627,TSS,True,116,1072
ENSG00000162585.16,chr1,2184399,2185513,PAS,True,78,101
ENSG00000162585.16,chr1,2194687,2194783,TSS,True,61,109
ENSG00000162585.16,chr1,2193638,2194196,TSS,True,90,109
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,24,100
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,31,104
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,90,104
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,124,312
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,193,261
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,76,331
ENSG00000162517.12,chr1,31644840,31644889,TSS,True,14,105
ENSG00000143653.9,chr1,246724058,246724612,TSS,False,16,139
ENSG00000188290.10,chr1,999525,1000094,TSS,True,90,106
ENSG00000188290.10,chr1,999865,1000097,TSS,True,33,106
ENSG00000142634.12,chr1,15409879,15410279,TSS,True,79,277
ENSG00000177628.15,chr1,155238133,155238247,TSS,True,72,101
ENSG00000177628.15,chr1,155241085,155241281,TSS,True,80,101
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,32,127
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,39,201
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,55,252
ENSG00000117410.13,chr1,43974897,43975107,TSS,False,31,128
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,191,538
ENSG00000160691.18,chr1,154966318,154966812,TSS,True,481,642
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,351,642
ENSG00000142599.17,chr1,8352398,8355120,PAS,True,16,128
ENSG00000142599.17,chr1,8355418,8355722,TSS,True,128,161
ENSG00000142599.17,chr1,8358195,8358905,TSS,True,125,161
ENSG00000142599.17,chr1,8360111,8361534,TSS,True,142,161
ENSG00000065183.15,chr1,117928992,117929782,TSS,False,41,102
ENSG00000065183.15,chr1,117929757,117929924,TSS,True,79,102
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,73,187
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,118,187
ENSG00000116260.16,chr1,180196599,180197332,IR,False,86,131
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,94,186
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,90,135
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,91,186
ENSG00000127483.17,chr1,20779911,20787194,ES,False,163,226
ENSG00000127483.17,chr1,20742424,20745091,PAS,True,47,325
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,229,462
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,81,298
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,87,108
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,73,108
ENSG00000143390.17,chr1,151347210,151347374,TSS,False,56,120
ENSG00000143390.17,chr1,151343680,151343806,TSS,True,103,120
ENSG00000059588.9,chr1,234391312,234391745,PAS,True,13,104
ENSG00000059588.9,chr1,234478172,234479207,TSS,False,11,108
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,136,363
ENSG00000116251.10,chr1,6197651,6199556,TSS,True,303,363
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,320,363
ENSG00000084652.15,chr1,32179641,32179776,TSS,False,101,127
ENSG00000084652.15,chr1,32179773,32180514,TSS,True,106,127
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,27,202
ENSG00000173207.12,chr1,154974662,154974804,TSS,True,185,354
ENSG00000173207.12,chr1,154978083,154978114,TSS,True,203,354
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,176,219
ENSG00000175756.13,chr1,1374790,1375153,IR,False,176,205
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,257,398
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,219,398
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,355,398
ENSG00000143549.19,chr1,154182987,154183224,TSS,True,138,954
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,50,447
ENSG00000123472.12,chr1,46652628,46658126,ES,False,14,118
ENSG00000116350.16,chr1,29181645,29182028,TSS,True,65,316
ENSG00000143641.9,chr1,230066903,230067406,TSS,True,171,265
ENSG00000060718.21,chr1,102876467,102878165,PAS,True,33,139
ENSG00000060718.21,chr1,103108072,103108641,TSS,True,102,161
ENSG00000126698.10,chr1,28200280,28201370,PAS,True,38,318
ENSG00000126698.10,chr1,28232920,28233035,TSS,True,36,341
ENSG00000132128.16,chr1,46285361,46286494,TSS,False,117,132
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,27,134
ENSG00000116521.10,chr1,155260659,155262085,ES,False,75,245
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,53,303
ENSG00000152332.15,chr1,162497817,162498268,TSS,True,41,178
ENSG00000143179.15,chr1,165827460,165827932,TSS,True,54,119
ENSG00000143179.15,chr1,165890201,165890363,TSS,True,107,119
ENSG00000023909.9,chr1,93909037,93909641,TSS,True,19,147
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,36,184
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,84,185
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,105,179
ENSG00000069248.11,chr1,229508067,229508361,TSS,True,13,100
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,84,186
ENSG00000135862.5,chr1,183142533,183145592,PAS,False,29,135
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,86,120
ENSG00000020129.15,chr1,35557774,35558223,TSS,True,104,120
ENSG00000020129.15,chr1,35560368,35561294,TSS,True,96,120
ENSG00000197956.9,chr1,153535948,153536235,TSS,False,77,764
ENSG00000188976.10,chr1,944800,945056,5AS,False,517,804
ENSG00000188976.10,chr1,959214,960041,TSS,True,194,929
ENSG00000184371.13,chr1,109921994,109924059,3AS,False,54,173
ENSG00000184371.13,chr1,109910618,109911062,TSS,True,204,354
ENSG00000184371.13,chr1,109923549,109924190,TSS,True,255,354
ENSG00000184371.13,chr1,109928851,109930996,PAS,True,28,275
ENSG00000174574.15,chr1,38991243,38991600,TSS,True,50,495
ENSG00000116237.15,chr1,6233643,6234885,ES,False,83,126
ENSG00000116237.15,chr1,6235716,6235999,TSS,True,34,164
ENSG00000186283.13,chr1,179083053,179087910,ES,False,21,174
ENSG00000186283.13,chr1,179082036,179082387,TSS,True,55,234
ENSG00000090686.15,chr1,21721163,21721649,3AS,False,41,127
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,22,147
ENSG00000090686.15,chr1,21678592,21679439,PAS,True,136,168
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,99,164
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,135,164
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,133,159
ENSG00000090686.15,chr1,21782823,21783623,TSS,True,22,178
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,24,121
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,29,115
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,78,134
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,109,134
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,710,1104
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,455,1164
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,763,1155
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,127,181
ENSG00000162735.18,chr1,160285054,160285151,TSS,True,17,102
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,42,250
ENSG00000163479.13,chr1,156020012,156020876,TSS,True,222,250
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,156,412
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,55,257
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,72,284
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,61,207
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,64,229
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,201,229
ENSG00000122417.15,chr1,86376418,86382930,ES,False,32,113
ENSG00000122417.15,chr1,86346838,86348878,PAS,True,47,143
ENSG00000122417.15,chr1,86396032,86396352,TSS,True,42,145
ENSG00000126067.11,chr1,35641341,35641554,TSS,False,17,152
ENSG00000157191.19,chr1,16440696,16440853,TSS,True,63,137
ENSG00000157191.19,chr1,16451857,16452015,TSS,True,106,134
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,60,168
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,111,288
ENSG00000130695.15,chr1,26276760,26277135,3AS,False,99,133
ENSG00000130695.15,chr1,26234157,26234310,TSS,True,28,153
ENSG00000130695.15,chr1,26277132,26278810,PAS,True,114,148
ENSG00000130695.15,chr1,26277135,26278810,PAS,True,51,148
ENSG00000066136.20,chr1,40769415,40770708,3AS,False,120,151
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,43,162
ENSG00000066136.20,chr1,40770396,40771603,PAS,True,131,162
ENSG00000152104.11,chr1,214383310,214384489,TSS,True,121,166
ENSG00000152104.11,chr1,214551182,214551794,TSS,True,145,170
ENSG00000004487.16,chr1,23030634,23050386,ES,False,394,627
ENSG00000004487.16,chr1,23082366,23083178,3AS,True,571,638
ENSG00000004487.16,chr1,23083178,23083692,PAS,True,79,651
ENSG00000004487.16,chr1,23082449,23083689,PAS,True,584,651
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,33,143
ENSG00000163374.19,chr1,155688658,155688777,TSS,False,47,118
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,48,120
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,22,120
ENSG00000160072.19,chr1,1471734,1472089,TSS,False,52,257
ENSG00000178028.13,chr1,44213424,44213527,TSS,True,96,140
ENSG00000178028.13,chr1,44213464,44213858,TSS,True,80,140
ENSG00000066322.14,chr1,43367914,43368075,TSS,True,22,105
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,228,309
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,136,855
ENSG00000157911.10,chr1,2406895,2408451,3AS,False,90,103
ENSG00000157911.10,chr1,2412390,2412611,TSS,True,46,132
ENSG00000157911.10,chr1,2413596,2413859,TSS,False,114,132
ENSG00000121644.18,chr1,244653355,244686596,ES,True,95,110
ENSG00000121644.18,chr1,244686669,244691878,ES,True,36,100
ENSG00000121644.18,chr1,244652943,244653355,TSS,False,154,264
ENSG00000121644.18,chr1,244691905,244692020,TSS,True,151,262
ENSG00000143367.15,chr1,151540282,151540426,TSS,True,26,126
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,141,169
ENSG00000117385.15,chr1,42754990,42755164,IR,False,139,166
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,127,159
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,95,159
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,126,159
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,137,159
ENSG00000008130.15,chr1,1778288,1778524,TSS,True,47,112
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,33,131
ENSG00000143575.14,chr1,154272623,154273961,TSS,True,115,130
ENSG00000123684.12,chr1,211830572,211830829,TSS,True,79,122
ENSG00000123684.12,chr1,211830182,211830490,TSS,False,73,122
ENSG00000197982.13,chr1,37807794,37808306,TSS,False,43,114
ENSG00000197982.13,chr1,37807795,37808732,TSS,True,96,114
ENSG00000117155.16,chr1,84656002,84656347,3AS,True,76,288
ENSG00000117155.16,chr1,84670815,84690370,ES,False,43,201
ENSG00000117155.16,chr1,84690370,84690583,TSS,True,94,299
ENSG00000117155.16,chr1,84690153,84690504,TSS,True,222,299
ENSG00000143320.8,chr1,156705376,156705584,TSS,True,87,783
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,29,284
ENSG00000171735.18,chr1,6785575,6825091,ES,False,36,142
ENSG00000171735.18,chr1,6785410,6785575,TSS,True,16,159
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,122,148
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,30,145
ENSG00000143612.20,chr1,154212624,154214456,ES,False,34,187
ENSG00000143612.20,chr1,154214574,154220341,ES,False,59,184
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,44,230
ENSG00000117143.13,chr1,162590511,162592734,3AS,False,35,210
ENSG00000117143.13,chr1,162590511,162597791,ES,False,34,244
ENSG00000162607.12,chr1,62436379,62437400,TSS,False,19,121
ENSG00000162607.12,chr1,62444737,62445083,PAS,True,91,113
ENSG00000162607.12,chr1,62450245,62451804,PAS,True,34,119
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,36,195
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,27,208
ENSG00000162576.16,chr1,1354681,1355147,TSS,True,178,206
ENSG00000142686.7,chr1,35718706,35719234,TSS,True,54,125
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,102,208
ENSG00000134644.15,chr1,30953981,30965981,ES,False,22,209
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,74,205
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,87,188
ENSG00000134644.15,chr1,30980166,30981311,3AS,False,90,101
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,55,242
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,118,752
ENSG00000157916.19,chr1,2391958,2395783,ES,False,309,373
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,309,352
ENSG00000157916.19,chr1,2393355,2395783,IR,True,77,121
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,193,568
ENSG00000266472.5,chr1,150293898,150294334,IR,True,61,104
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,123,184
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,143,184
ENSG00000143368.9,chr1,149927725,149927806,TSS,False,33,135
ENSG00000117335.19,chr1,207767195,207770320,ES,False,200,296
ENSG00000117335.19,chr1,207785682,207793518,ES,False,162,314
ENSG00000171793.14,chr1,41008714,41008793,IR,False,282,327
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,245,526
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,35,177
ENSG00000143742.12,chr1,225783368,225789239,ES,False,324,390
ENSG00000009307.15,chr1,114736855,114737962,ES,False,563,644
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,159,704
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,609,704
ENSG00000116793.15,chr1,113738799,113757698,ES,True,122,138
ENSG00000116793.15,chr1,113758733,113759022,IR,False,38,113
ENSG00000116793.15,chr1,113758848,113759022,IR,False,34,109
ENSG00000116793.15,chr1,113696407,113697725,PAS,True,74,153
ENSG00000116793.15,chr1,113703540,113706162,PAS,True,119,151
ENSG00000116793.15,chr1,113759022,113759902,TSS,True,81,153
ENSG00000116793.15,chr1,113758658,113759945,TSS,True,79,153
ENSG00000134717.17,chr1,52056379,52064824,ES,False,17,106
ENSG00000134717.17,chr1,52064938,52086111,ES,False,11,109
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,16,144
ENSG00000143621.16,chr1,153670917,153671012,TSS,True,28,277
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,222,262
ENSG00000069275.12,chr1,205720500,205720601,TSS,True,219,260
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,39,192
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,354,474
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,197,474
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,59,523
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,137,204
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,23,124
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,58,526
ENSG00000219481.10,chr1,16594002,16594661,PAS,True,107,122
ENSG00000219481.10,chr1,16599556,16603324,PAS,True,48,118
ENSG00000219481.10,chr1,16605410,16607691,PAS,False,104,118
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,135,190
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,150,187
ENSG00000157978.11,chr1,25543572,25543786,TSS,False,57,100
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,74,215
ENSG00000117411.16,chr1,43979242,43981473,TSS,True,185,215
ENSG00000163435.15,chr1,202010518,202010706,TSS,True,23,134
ENSG00000116871.15,chr1,36179315,36179514,3AS,False,87,104
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,103,145
ENSG00000116285.12,chr1,8026157,8026312,TSS,True,77,294
ENSG00000176393.10,chr1,201982590,201983113,TSS,True,34,264
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,44,122
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,232,282
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,154,282
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,214,258
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,172,226
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,180,258
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,229,255
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,108,201
ENSG00000097021.19,chr1,6385493,6385833,TSS,False,164,201
ENSG00000143569.18,chr1,154234759,154235195,5AS,False,86,107
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,90,140
ENSG00000143569.18,chr1,154220950,154221396,TSS,False,117,140
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,47,128
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,112,136
ENSG00000143569.18,chr1,154270880,154271510,PAS,True,123,140
ENSG00000184007.20,chr1,31937986,31938382,TSS,True,119,831
ENSG00000142669.14,chr1,26280064,26280203,TSS,True,28,230
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,69,142
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,288,357
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,284,357
ENSG00000168653.10,chr1,39028720,39028940,TSS,True,291,357
ENSG00000213281.4,chr1,114716657,114716775,TSS,False,39,103
ENSG00000159479.16,chr1,43389758,43389812,TSS,True,40,144
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,65,240
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,78,221
ENSG00000143815.14,chr1,225406832,225411336,ES,True,38,195
ENSG00000117308.14,chr1,23798730,23799365,ES,False,50,176
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,45,201
ENSG00000077254.14,chr1,77721901,77722023,3AS,False,70,160
ENSG00000077254.14,chr1,77741748,77759642,ES,False,116,160
ENSG00000077254.14,chr1,77694725,77697474,PAS,True,70,170
ENSG00000077254.14,chr1,77705991,77711855,PAS,True,109,169
ENSG00000117748.9,chr1,27914062,27914742,TSS,True,115,151
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,58,151
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,32,101
ENSG00000127054.20,chr1,1312368,1312439,IR,False,107,119
ENSG00000127054.20,chr1,1312700,1312786,IR,False,98,123
ENSG00000127054.20,chr1,1311584,1311924,PAS,True,20,144
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,51,144
ENSG00000173436.14,chr1,19596974,19597109,TSS,True,85,399
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,53,132
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,111,132
ENSG00000136636.12,chr1,215567171,215567768,TSS,False,13,116
ENSG00000159176.13,chr1,201507069,201507373,TSS,True,31,116
ENSG00000198912.10,chr1,3900171,3900300,TSS,True,13,107
ENSG00000183520.11,chr1,38012702,38012865,TSS,True,18,116
ENSG00000183291.16,chr1,86863605,86880661,ES,False,22,177
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,52,221
ENSG00000090621.13,chr1,39560244,39561122,PAS,False,13,114
ENSG00000090621.13,chr1,39575758,39577282,TSS,True,22,107
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,69,107
ENSG00000137955.15,chr1,75794207,75794233,TSS,True,56,104
ENSG00000137955.15,chr1,75794509,75795088,PAS,True,15,107
ENSG00000117054.13,chr1,75724353,75724817,TSS,True,11,106
ENSG00000143207.20,chr1,176135086,176149005,ES,False,40,124
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,32,135
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,56,238
ENSG00000173660.11,chr1,46303660,46303820,TSS,True,95,316
ENSG00000173660.11,chr1,46310174,46310316,TSS,True,231,316
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,92,161
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,36,330
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,21,154
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,40,140
ENSG00000116691.10,chr1,12029281,12029764,IR,False,88,121
ENSG00000116691.10,chr1,12019441,12019552,TSS,False,30,135
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,35,234
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,183,211
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,48,236
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,124,478
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,46,143
ENSG00000179403.11,chr1,1435689,1435821,TSS,True,616,2640
ENSG00000163041.9,chr1,226062708,226062811,TSS,True,191,388
ENSG00000163041.9,chr1,226065654,226065809,TSS,True,308,388
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,88,849
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,182,227
ENSG00000117151.12,chr1,84566012,84570581,ES,False,26,146
ENSG00000117151.12,chr1,84574238,84574496,TSS,True,62,198
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,22,200
ENSG00000160753.15,chr1,155322999,155324943,TSS,True,103,127
ENSG00000160753.15,chr1,155324314,155324809,TSS,True,107,127
ENSG00000160753.15,chr1,155324314,155324587,TSS,False,103,127
ENSG00000137962.12,chr1,94220392,94237414,ES,True,28,248
ENSG00000137962.12,chr1,94170651,94174749,PAS,True,231,476
ENSG00000137962.12,chr1,94202947,94202998,PAS,True,373,452
ENSG00000137962.12,chr1,94203099,94203210,PAS,True,375,451
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,243,492
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,307,492
ENSG00000135766.8,chr1,231366475,231370561,ES,True,16,123
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,43,156
ENSG00000183726.10,chr1,25338288,25338456,TSS,True,19,138
ENSG00000169241.18,chr1,155135809,155135991,TSS,True,28,108
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,186,479
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,341,479
ENSG00000132879.13,chr1,11658364,11658735,5AS,False,62,112
ENSG00000132879.13,chr1,11654838,11654952,TSS,True,43,135
ENSG00000132879.13,chr1,11654297,11654581,TSS,False,121,135
ENSG00000162522.10,chr1,32771779,32772441,TSS,True,73,158
ENSG00000117448.13,chr1,45551155,45561788,ES,False,67,105
ENSG00000117448.13,chr1,45568177,45568926,ES,False,17,110
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,14,119
ENSG00000203667.9,chr1,244835756,244842194,ES,False,20,107
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,80,190
ENSG00000203667.9,chr1,244842231,244842258,TSS,True,150,190
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,66,195
ENSG00000116213.15,chr1,3649930,3650119,TSS,True,61,123
ENSG00000116213.15,chr1,3646665,3646785,TSS,True,103,123
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,34,325
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,873,1198
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,483,1191
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,151,248
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,182,247
ENSG00000078369.17,chr1,1825499,1890819,ES,False,241,1407
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,213,1626
ENSG00000142694.6,chr1,36323458,36323621,TSS,False,49,114
ENSG00000168264.10,chr1,234607852,234608494,5AS,True,51,158
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,324,375
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,271,375
ENSG00000054267.21,chr1,235327768,235328786,TSS,True,21,103
ENSG00000160710.16,chr1,154607991,154608797,TSS,True,127,148
ENSG00000134690.10,chr1,37692578,37692675,IR,False,24,126
ENSG00000134690.10,chr1,37692460,37692578,TSS,False,124,149
ENSG00000134690.10,chr1,37692480,37692784,TSS,True,47,149
ENSG00000117115.12,chr1,17066759,17069277,PAS,True,177,366
ENSG00000117115.12,chr1,17078413,17079415,PAS,True,204,326
ENSG00000117115.12,chr1,17089101,17092533,PAS,True,235,264
ENSG00000117115.12,chr1,17119279,17119453,TSS,False,305,543
ENSG00000058804.11,chr1,53838204,53838570,TSS,True,54,112
ENSG00000058804.11,chr1,53806424,53806481,TSS,True,99,112
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,44,364
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,38,159
ENSG00000133226.16,chr1,24646789,24648858,IR,False,100,114
ENSG00000133226.16,chr1,24642289,24643347,TSS,True,47,171
