gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF058HQU_in_cov,type_B_pancreatic_cell_ENCFF058HQU_total_cov
ENSG00000150347.15,chr10,62057116,62057266,PAS,False,229,265
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,1278,1952
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,1326,1952
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1567,1952
ENSG00000107862.4,chr10,102245386,102245781,TSS,False,14,101
ENSG00000138303.17,chr10,72097450,72128081,ES,False,110,129
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,109,139
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,36,139
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,24,151
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,32,179
ENSG00000197142.10,chr10,112376025,112376448,TSS,True,369,428
ENSG00000197142.10,chr10,112374028,112374269,TSS,False,87,428
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,100,260
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,36,297
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,267,481
ENSG00000096746.17,chr10,68337333,68338502,ES,False,58,482
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,155,485
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,301,512
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,245,512
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,34,199
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,168,197
ENSG00000165934.12,chr14,92121950,92122128,TSS,True,20,132
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,87,130
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,45,124
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,51,423
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,220,393
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,204,408
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,135,216
ENSG00000100938.17,chr14,24232977,24233218,IR,False,96,175
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,260,396
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,314,396
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,317,396
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,299,396
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,145,533
ENSG00000197102.11,chr14,102039002,102039254,TSS,True,118,133
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,112,133
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,402,533
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,57,116
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,102,115
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,96,115
ENSG00000100911.15,chr14,24145772,24146207,IR,False,113,131
ENSG00000155465.18,chr14,22813440,22815319,5AS,False,121,141
ENSG00000155465.18,chr14,22815313,22815909,TSS,True,143,159
ENSG00000155465.18,chr14,22815319,22815897,TSS,True,46,159
ENSG00000100722.19,chr14,88578140,88607242,ES,False,19,123
ENSG00000100722.19,chr14,88596808,88607242,ES,False,25,100
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,52,128
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,16,142
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,925,1332
ENSG00000092199.17,chr14,21234229,21269297,ES,False,300,1300
ENSG00000129518.8,chr14,34539554,34539736,TSS,False,15,106
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,21,114
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,100,112
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,57,105
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,70,105
ENSG00000100596.6,chr14,77616447,77616782,TSS,False,46,322
ENSG00000100461.17,chr14,22906368,22909482,ES,False,185,297
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,252,334
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,245,307
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,185,307
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,55,345
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,192,255
ENSG00000100644.16,chr14,61695383,61695839,TSS,True,33,288
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,236,289
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,52,265
ENSG00000257365.7,chr14,64986862,64987097,TSS,True,38,173
ENSG00000151445.15,chr14,77454102,77457494,ES,False,130,150
ENSG00000165795.23,chr14,21022497,21023240,ES,False,426,594
ENSG00000165795.23,chr14,21023321,21025028,ES,False,100,545
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,111,656
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,28,242
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,126,159
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,76,159
ENSG00000078304.19,chr14,101909588,101910397,PAS,True,120,159
ENSG00000100815.12,chr14,92002565,92006448,PAS,True,160,305
ENSG00000100815.12,chr14,92006362,92007852,PAS,True,262,305
ENSG00000100815.12,chr14,92012159,92014577,PAS,True,197,304
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,710,940
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,198,798
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,297,340
ENSG00000080824.18,chr14,102082110,102082212,TSS,True,208,242
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,277,948
ENSG00000140105.17,chr14,100361921,100376259,ES,False,21,123
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,159,282
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,217,282
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,235,282
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,78,223
ENSG00000054654.16,chr14,63995043,63995157,PAS,True,131,175
ENSG00000054654.16,chr14,63986455,63986481,PAS,True,149,172
ENSG00000054654.16,chr14,63983736,63983944,PAS,True,100,172
ENSG00000054654.16,chr14,63980985,63981151,PAS,True,151,171
ENSG00000080815.18,chr14,73136579,73147794,5AS,False,32,279
ENSG00000080815.18,chr14,73148094,73170796,5AS,False,178,284
ENSG00000080815.18,chr14,73136423,73136579,TSS,True,283,315
ENSG00000080815.18,chr14,73136433,73136583,TSS,True,67,315
ENSG00000119725.18,chr14,73921105,73923394,ES,False,80,491
ENSG00000100603.13,chr14,77717592,77718286,PAS,False,26,189
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,143,596
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,353,453
ENSG00000100650.15,chr14,69767380,69768137,IR,True,100,112
ENSG00000100650.15,chr14,69769251,69770466,IR,False,538,606
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,273,627
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,484,627
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,527,627
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,110,624
ENSG00000140153.17,chr14,102139878,102140172,TSS,True,36,245
ENSG00000140153.17,chr14,102208602,102210529,PAS,True,88,241
ENSG00000140153.17,chr14,102222829,102223674,PAS,True,171,245
ENSG00000170345.9,chr14,75278806,75279123,TSS,True,124,885
ENSG00000119688.20,chr14,74286529,74286700,IR,False,171,208
ENSG00000119688.20,chr14,74292869,74295147,ES,False,20,193
ENSG00000119688.20,chr14,74298069,74300149,ES,False,46,136
ENSG00000119688.20,chr14,74298069,74302874,ES,True,21,187
ENSG00000119688.20,chr14,74299675,74302874,ES,False,40,130
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,44,215
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,178,215
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,87,573
ENSG00000100823.11,chr14,20455338,20455577,IR,False,87,123
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,243,719
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,632,719
ENSG00000165819.11,chr14,21499137,21499305,IR,False,225,295
ENSG00000165819.11,chr14,21499371,21499491,IR,False,222,297
ENSG00000092108.20,chr14,30622399,30630476,ES,False,33,203
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,38,221
ENSG00000092330.16,chr14,24240155,24240262,IR,False,29,173
ENSG00000092330.16,chr14,24240330,24240418,IR,False,34,169
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,42,171
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,92,104
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,24,105
ENSG00000100926.14,chr14,24192356,24192647,IR,True,167,204
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,60,215
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,169,211
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,22,216
ENSG00000100604.12,chr14,92923109,92923405,TSS,True,177,206
ENSG00000100604.12,chr14,92931432,92931702,TSS,True,141,203
ENSG00000100604.12,chr14,92932546,92932851,TSS,True,176,203
ENSG00000100604.12,chr14,92924196,92924245,TSS,True,176,206
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,42,168
ENSG00000129538.13,chr14,20802093,20802796,ES,False,312,375
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,52,210
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,16,116
ENSG00000100462.15,chr14,22920522,22921056,PAS,True,48,253
ENSG00000100462.15,chr14,22920523,22920731,PAS,True,213,253
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,37,255
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,16,104
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,16,104
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,88,104
ENSG00000053770.11,chr14,57274243,57276413,PAS,True,189,211
ENSG00000053770.11,chr14,57288801,57295735,PAS,True,31,217
ENSG00000165792.17,chr14,20990077,20990229,IR,False,146,166
ENSG00000165792.17,chr14,20990383,20990463,IR,False,149,166
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,96,165
ENSG00000165792.17,chr14,20994901,20995164,IR,False,136,165
ENSG00000165792.17,chr14,20996711,20996784,IR,False,71,156
ENSG00000165792.17,chr14,20989730,20990077,TSS,True,23,169
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,98,169
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,84,169
ENSG00000119723.16,chr14,73958277,73958970,IR,False,97,116
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,33,212
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,42,212
ENSG00000117543.20,chr1,100990628,100992636,3AS,False,14,134
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,19,148
ENSG00000117543.20,chr1,100989625,100990628,PAS,True,133,148
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,22,148
ENSG00000116212.14,chr1,53946549,53951985,ES,False,68,130
ENSG00000116212.14,chr1,53946045,53946549,TSS,True,29,159
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,58,101
ENSG00000196154.11,chr1,153544653,153545056,TSS,True,71,101
ENSG00000196154.11,chr1,153544957,153545113,TSS,False,77,101
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,98,383
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,330,383
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,28,272
ENSG00000137942.16,chr1,93448054,93448305,TSS,True,27,181
ENSG00000137942.16,chr1,93550946,93554661,PAS,True,118,160
ENSG00000137942.16,chr1,93552408,93554763,PAS,True,141,161
ENSG00000137942.16,chr1,93544106,93544216,PAS,True,81,159
ENSG00000043514.16,chr1,39850261,39853969,ES,False,25,105
ENSG00000160679.12,chr1,153636653,153638294,IR,False,114,133
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,63,133
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,16,152
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,82,772
ENSG00000142973.13,chr1,46813606,46813911,3AS,False,82,271
ENSG00000163875.15,chr1,37495918,37501803,ES,False,281,317
ENSG00000117153.15,chr1,202927088,202927269,TSS,False,15,107
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,53,311
ENSG00000117228.9,chr1,89051521,89053468,PAS,True,140,359
ENSG00000117228.9,chr1,89055133,89055215,PAS,True,294,359
ENSG00000117228.9,chr1,89054680,89054875,PAS,True,309,359
ENSG00000117226.11,chr1,89012027,89014082,ES,True,30,128
ENSG00000117226.11,chr1,89015414,89020531,ES,False,109,127
ENSG00000234741.7,chr1,173864075,173864256,IR,False,163,224
ENSG00000234741.7,chr1,173864304,173864483,IR,False,134,218
ENSG00000234741.7,chr1,173864506,173864674,IR,False,136,218
ENSG00000234741.7,chr1,173864704,173865228,IR,False,156,226
ENSG00000234741.7,chr1,173865282,173865470,IR,False,111,168
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,57,169
ENSG00000234741.7,chr1,173865282,173865509,IR,False,57,114
ENSG00000234741.7,chr1,173865547,173865856,IR,True,189,226
ENSG00000234741.7,chr1,173865894,173866176,IR,False,179,225
ENSG00000234741.7,chr1,173866567,173866760,IR,False,183,224
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,73,236
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,489,736
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,260,730
ENSG00000117525.13,chr1,94530596,94533089,ES,False,49,323
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,64,165
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,105,165
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,142,183
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,74,183
ENSG00000163141.19,chr1,151036570,151036766,TSS,True,30,161
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,86,122
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,38,115
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,16,122
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,97,124
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,73,124
ENSG00000158006.13,chr1,25998024,25998184,TSS,True,14,115
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,1045,1472
ENSG00000162735.18,chr1,160283109,160285054,ES,False,18,134
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,106,1005
ENSG00000047410.13,chr1,186354920,186355558,PAS,True,90,200
ENSG00000047410.13,chr1,186374877,186375751,TSS,True,59,219
ENSG00000047410.13,chr1,186375558,186375770,TSS,False,189,219
ENSG00000122417.15,chr1,86358387,86358891,PAS,True,46,116
ENSG00000122417.15,chr1,86370144,86371153,PAS,True,96,116
ENSG00000158055.15,chr1,24319347,24319568,TSS,False,41,121
ENSG00000117475.13,chr1,169386996,169389292,PAS,True,23,115
ENSG00000117475.13,chr1,169395893,169397303,PAS,False,97,115
ENSG00000160752.14,chr1,155308965,155310042,ES,False,147,171
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,147,178
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,201,372
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,201,236
ENSG00000160752.14,chr1,155308965,155310063,IR,False,201,233
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,86,458
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,390,458
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,18,109
ENSG00000066136.20,chr1,40709263,40709616,TSS,True,98,109
ENSG00000066136.20,chr1,40770708,40771603,PAS,True,17,107
ENSG00000134255.13,chr1,111140196,111140307,TSS,False,38,170
ENSG00000134255.13,chr1,111138567,111139761,TSS,False,149,170
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,302,406
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,165,395
ENSG00000126709.14,chr1,27668535,27669244,5AS,False,89,102
ENSG00000143367.15,chr1,151540426,151562584,ES,False,58,103
ENSG00000143367.15,chr1,151540282,151540426,TSS,True,17,125
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,143,174
ENSG00000196505.10,chr1,117863486,117870616,PAS,True,21,104
ENSG00000196505.10,chr1,117876711,117878152,PAS,True,92,104
ENSG00000143612.20,chr1,154212624,154214456,ES,False,132,519
ENSG00000143612.20,chr1,154214574,154220341,ES,False,138,493
ENSG00000131778.18,chr1,147242617,147242830,TSS,True,15,144
ENSG00000131778.18,chr1,147295430,147295767,PAS,True,19,144
ENSG00000134644.15,chr1,30945483,30950132,5AS,False,107,217
ENSG00000134644.15,chr1,30953981,30965981,ES,False,34,207
ENSG00000134644.15,chr1,30966197,30967166,3AS,False,37,201
ENSG00000134644.15,chr1,30980163,30981311,3AS,False,91,187
ENSG00000134644.15,chr1,31007099,31028795,3AS,True,23,162
ENSG00000134644.15,chr1,31065615,31065834,TSS,True,58,231
ENSG00000157916.19,chr1,2391958,2395783,ES,False,113,127
ENSG00000117335.19,chr1,207767195,207770320,ES,False,66,414
ENSG00000143756.11,chr1,224157351,224162046,PAS,True,14,103
ENSG00000143756.11,chr1,224134073,224134938,PAS,True,92,103
ENSG00000097033.14,chr1,86724405,86734601,ES,False,132,149
ENSG00000009307.15,chr1,114736855,114737962,ES,False,1614,1811
ENSG00000163209.14,chr1,153001793,153003001,3AS,True,103,116
ENSG00000163209.14,chr1,153003001,153003855,PAS,True,14,119
ENSG00000163209.14,chr1,153002747,153003855,PAS,True,105,118
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,251,353
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,157,349
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,47,390
ENSG00000163435.15,chr1,202010518,202010706,TSS,True,67,594
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,62,100
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,24,142
ENSG00000116922.14,chr1,37683437,37686272,3AS,False,93,120
ENSG00000116922.14,chr1,37690215,37690572,TSS,True,40,125
ENSG00000116922.14,chr1,37692029,37692290,TSS,True,102,125
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,82,108
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,31,114
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,88,114
ENSG00000162642.13,chr1,85258722,85259357,ES,False,38,100
ENSG00000058799.14,chr1,53852270,53860055,ES,False,34,154
ENSG00000058799.14,chr1,53888986,53889712,ES,False,110,153
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,40,324
ENSG00000137936.17,chr1,93584971,93585162,TSS,True,111,135
ENSG00000137936.17,chr1,93613846,93614508,TSS,False,76,135
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,67,229
ENSG00000135829.16,chr1,182887082,182887982,PAS,True,109,229
ENSG00000135829.16,chr1,182874853,182874928,PAS,True,113,207
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,46,225
ENSG00000143036.16,chr1,94827547,94828492,5AS,False,25,103
ENSG00000143036.16,chr1,94864899,94867333,3AS,False,43,104
ENSG00000143036.16,chr1,94820324,94820478,TSS,True,16,109
ENSG00000143815.14,chr1,225401500,225403463,PAS,True,24,108
ENSG00000143815.14,chr1,225427953,225428114,TSS,False,27,110
ENSG00000242125.3,chr1,28508160,28508829,IR,True,96,109
ENSG00000242125.3,chr1,28508829,28510890,PAS,True,13,109
ENSG00000242125.3,chr1,28508127,28509633,PAS,True,96,109
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,17,152
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,208,275
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,83,297
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,231,297
ENSG00000143486.15,chr1,206591637,206591845,PAS,False,39,206
ENSG00000143486.15,chr1,206591641,206595838,PAS,True,181,205
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,35,133
ENSG00000070831.15,chr1,22078426,22078583,TSS,True,104,133
ENSG00000137955.15,chr1,75790057,75791284,ES,False,164,193
ENSG00000137955.15,chr1,75790057,75791284,5AS,False,164,185
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,35,223
ENSG00000137955.15,chr1,75786248,75787604,TSS,True,198,223
ENSG00000117054.13,chr1,75724817,75732643,ES,False,26,175
ENSG00000117318.8,chr1,23558415,23558934,IR,True,108,133
ENSG00000117318.8,chr1,23559019,23559126,IR,True,118,134
ENSG00000117318.8,chr1,23557922,23558415,PAS,True,26,134
ENSG00000117318.8,chr1,23559126,23559503,TSS,True,16,134
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,35,228
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,56,228
ENSG00000155366.16,chr1,112703806,112707077,ES,False,62,116
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,44,161
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,125,161
ENSG00000025800.13,chr1,32107980,32108134,TSS,True,31,113
ENSG00000142867.13,chr1,85265780,85267982,PAS,True,35,135
ENSG00000142867.13,chr1,85276295,85276639,TSS,False,28,137
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,38,333
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,28,279
ENSG00000156171.14,chr1,111137586,111140037,ES,False,110,259
ENSG00000156171.14,chr1,111139666,111140037,3AS,False,88,148
ENSG00000117448.13,chr1,45551155,45561788,ES,False,264,338
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,65,349
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,293,349
ENSG00000117139.17,chr1,202727398,202729173,PAS,True,114,154
ENSG00000117139.17,chr1,202732620,202735587,PAS,True,72,141
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,80,168
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,48,306
ENSG00000186141.8,chr1,145826492,145826605,IR,False,18,153
ENSG00000186141.8,chr1,145842338,145845654,PAS,True,24,156
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,135,1200
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,25,209
ENSG00000054267.21,chr1,235220317,235220545,PAS,True,46,125
ENSG00000054267.21,chr1,235221891,235229385,PAS,True,104,124
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,418,485
ENSG00000122218.15,chr1,160297342,160299207,TSS,False,222,466
ENSG00000122218.15,chr1,160297555,160298775,TSS,True,387,466
ENSG00000134684.10,chr1,32817187,32818150,TSS,True,36,199
ENSG00000134709.10,chr1,59872794,59876376,PAS,True,61,123
ENSG00000134709.10,chr1,59848314,59848467,PAS,True,88,123
ENSG00000132780.16,chr1,45606591,45613168,ES,False,183,244
ENSG00000132780.16,chr1,45618060,45618895,PAS,True,31,266
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,147,247
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,113,260
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,160,260
ENSG00000116977.18,chr1,236542787,236543559,ES,False,111,194
ENSG00000116977.18,chr1,236523599,236524061,TSS,True,32,219
ENSG00000159346.12,chr1,202958184,202958367,TSS,True,30,168
ENSG00000197622.12,chr1,151055993,151059478,ES,False,174,206
ENSG00000084072.16,chr1,39738923,39740164,5AS,False,27,226
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,37,236
ENSG00000084072.16,chr1,39738871,39738923,TSS,True,208,236
ENSG00000084072.16,chr1,39753286,39756765,PAS,True,25,233
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,30,178
ENSG00000196352.15,chr1,207337428,207359545,5AS,True,24,119
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,24,141
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,21,151
ENSG00000182795.12,chr1,207032578,207032778,TSS,True,80,156
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,35,241
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,50,255
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,220,255
ENSG00000169242.11,chr1,155131634,155133729,ES,False,40,308
ENSG00000117859.18,chr1,51652041,51714002,ES,False,16,152
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,39,182
ENSG00000117859.18,chr1,51750195,51760689,ES,False,56,335
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,226,381
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,234,377
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,338,377
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,266,766
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,510,763
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,25,161
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,86,164
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,94,164
ENSG00000011007.12,chr1,23743440,23743578,TSS,True,22,122
ENSG00000011007.12,chr1,23750844,23751859,PAS,False,67,104
ENSG00000011007.12,chr1,23759511,23762060,PAS,True,37,112
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,363,676
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,603,673
ENSG00000117394.21,chr1,42928931,42929001,TSS,True,570,673
ENSG00000162772.16,chr1,212608758,212608930,TSS,True,18,101
ENSG00000143217.8,chr1,161072885,161073719,ES,False,43,123
ENSG00000143217.8,chr1,161074373,161074610,3AS,True,97,110
ENSG00000143217.8,chr1,161089217,161089578,TSS,False,83,156
ENSG00000143217.8,chr1,161074610,161074849,TSS,True,139,156
ENSG00000163399.15,chr1,116372469,116372691,TSS,True,379,454
ENSG00000171824.13,chr1,11080549,11080763,IR,True,116,135
ENSG00000171824.13,chr1,11066612,11066748,PAS,True,37,145
ENSG00000171824.13,chr1,11099720,11099919,TSS,True,15,145
ENSG00000136628.17,chr1,219987262,219987404,PAS,False,216,760
ENSG00000136628.17,chr1,220007203,220007338,PAS,True,671,751
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,29,162
ENSG00000083444.16,chr1,11934647,11934855,TSS,True,16,102
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,96,380
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,303,380
ENSG00000142949.16,chr1,43606261,43606458,TSS,True,177,244
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,179,243
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,41,254
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,384,1791
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,1471,1789
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,461,530
ENSG00000125944.19,chr1,23338608,23344210,ES,False,273,522
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,137,249
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,209,540
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,383,540
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,72,196
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,126,196
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,55,150
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,114,150
ENSG00000174827.13,chr1,145688023,145707316,ES,True,236,275
ENSG00000132485.13,chr1,71065137,71066775,ES,False,65,122
ENSG00000132485.13,chr1,71069362,71070826,IR,True,142,184
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,51,192
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,151,186
ENSG00000137944.17,chr1,88969467,88992584,ES,False,83,153
ENSG00000162645.12,chr1,89106134,89108291,PAS,True,37,179
ENSG00000162645.12,chr1,89109789,89109870,PAS,True,150,179
ENSG00000155363.18,chr1,112674421,112674729,TSS,True,72,141
ENSG00000155363.18,chr1,112674715,112675049,TSS,True,95,141
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,35,121
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,25,186
ENSG00000143740.14,chr1,227734200,227735499,TSS,True,47,134
