gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_superior_ENCFF850YMO_in_cov,left_ventricle_myocardium_superior_ENCFF850YMO_total_cov
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,75,721
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,29,101
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,186,333
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,272,307
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,209,296
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,55,336
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,157,176
ENSG00000148484.17,chr10,16782084,16817314,ES,False,12,108
ENSG00000107738.19,chr10,71747559,71751290,PAS,True,13,124
ENSG00000107738.19,chr10,71760477,71760924,PAS,True,106,119
ENSG00000107738.19,chr10,71773357,71773569,TSS,False,38,146
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,20,173
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,61,361
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,26,140
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,25,164
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,50,184
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,153,184
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,26,167
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,142,167
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,19,151
ENSG00000148834.12,chr10,104254840,104255271,TSS,True,135,151
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,26,216
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,74,230
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,35,111
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,93,111
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,26,185
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,25,110
ENSG00000173269.13,chr10,86942316,86943985,TSS,True,92,110
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,53,226
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,184,226
ENSG00000122367.19,chr10,86668408,86668570,TSS,False,1052,1223
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,426,550
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,477,550
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,674,987
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,79,317
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,21,118
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,24,119
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,87,417
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,144,221
ENSG00000120049.19,chr10,101829199,101843495,ES,False,629,721
ENSG00000120049.19,chr10,101843495,101843846,TSS,True,122,848
ENSG00000266412.5,chr10,46016694,46023329,ES,True,141,161
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,251,656
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,492,656
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,47,322
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,19,134
ENSG00000122359.17,chr10,80172869,80205342,ES,False,176,379
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,330,711
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,596,710
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,592,710
ENSG00000150093.18,chr10,32901635,32908367,ES,False,122,236
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,67,312
ENSG00000150093.18,chr10,32929916,32930044,PAS,True,226,255
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,68,317
ENSG00000150093.18,chr10,32908367,32908531,TSS,False,234,261
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,101,304
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,177,227
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,190,220
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,519,729
ENSG00000122884.12,chr10,73030370,73046924,ME,False,66,123
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,31,239
ENSG00000107897.18,chr10,27219857,27223337,ES,False,187,209
ENSG00000107897.18,chr10,27240474,27240673,3AS,True,21,117
ENSG00000107897.18,chr10,27195213,27197442,PAS,True,36,243
ENSG00000107897.18,chr10,27202679,27204549,PAS,False,208,242
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,176,249
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,132,249
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,159,193
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,583,3346
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,54,136
ENSG00000107771.16,chr10,84424843,84425048,TSS,True,102,133
ENSG00000107771.16,chr10,84470371,84470425,PAS,True,23,120
ENSG00000107771.16,chr10,84513448,84518520,PAS,True,104,121
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,35,159
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,143,159
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,614,733
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,129,736
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,46,105
ENSG00000035403.17,chr10,74109156,74114183,ES,False,70,131
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,222,323
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,52,207
ENSG00000166295.8,chr10,72216072,72223887,ES,True,87,125
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,87,326
ENSG00000166295.8,chr10,72216138,72223887,ES,False,116,234
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,198,500
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,348,500
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,69,477
ENSG00000166295.8,chr10,72220053,72220325,PAS,True,413,461
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,107,298
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,265,298
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,268,298
ENSG00000107551.20,chr10,44970264,44971772,IR,False,122,148
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,94,153
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,30,179
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,131,168
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,47,168
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,35,201
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,94,192
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,83,103
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,140,195
ENSG00000165887.11,chr10,97572515,97572875,TSS,True,29,252
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,237,312
ENSG00000197893.13,chr10,113598073,113605761,ES,True,27,165
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,389,626
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,551,626
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,99,379
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,291,399
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,386,712
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,52,404
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,79,119
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,77,119
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,44,180
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,69,131
ENSG00000134452.19,chr10,5890346,5906036,ES,False,16,143
ENSG00000134452.19,chr10,5903175,5906036,ES,False,112,125
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,61,211
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,177,210
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,92,206
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,32,206
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,95,207
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,115,207
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,43,383
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,256,375
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,137,379
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,92,162
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,78,160
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,59,160
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,39,120
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,84,120
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,52,106
ENSG00000100911.15,chr14,24146533,24147264,TSS,True,12,114
ENSG00000092054.12,chr14,23413890,23414006,IR,True,109,142
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,13715,18737
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,15542,17884
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,22,123
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,57,468
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,172,218
ENSG00000092199.17,chr14,21234229,21269297,ES,False,35,202
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,27,235
ENSG00000184887.13,chr14,105249085,105249156,IR,False,203,247
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,234,261
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,70,261
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,230,261
ENSG00000100442.10,chr14,45115598,45116252,PAS,False,17,130
ENSG00000100442.10,chr14,45121481,45121620,PAS,False,111,128
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,20,140
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,114,270
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,174,267
ENSG00000165795.23,chr14,21022497,21023240,ES,False,75,333
ENSG00000165795.23,chr14,21023321,21025028,ES,False,125,236
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,216,452
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,391,452
ENSG00000129521.13,chr14,33950395,33951079,TSS,True,33,315
ENSG00000133943.20,chr14,91114283,91157638,ES,False,224,291
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,189,401
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,55,401
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,422,487
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,194,487
ENSG00000078304.19,chr14,101912473,101925140,ES,False,29,117
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,117,247
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,159,242
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,105,227
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,176,227
ENSG00000078304.19,chr14,101836168,101838469,PAS,True,196,219
ENSG00000156381.8,chr14,102508549,102509528,ES,True,154,426
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,218,644
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,523,644
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,196,335
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,284,329
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,137,249
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,164,233
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,167,347
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,121,171
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,82,171
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,110,125
ENSG00000054654.16,chr14,63853379,63853654,TSS,True,110,125
ENSG00000054654.16,chr14,64225318,64226434,PAS,True,41,115
ENSG00000126777.17,chr14,55580354,55612018,ES,False,310,376
ENSG00000126777.17,chr14,55661612,55667240,ES,False,97,257
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,205,452
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,364,427
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,438,1429
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,24,137
ENSG00000142208.16,chr14,104792722,104795483,ES,False,667,765
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,98,135
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,94,135
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,41,191
ENSG00000165804.15,chr14,21098311,21098654,TSS,False,170,191
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,111,148
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,131,149
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,17,112
ENSG00000154001.13,chr14,63371364,63376108,PAS,True,15,113
ENSG00000154001.13,chr14,63379826,63382157,PAS,True,99,113
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,24,138
ENSG00000129515.18,chr14,34603471,34605595,ES,False,193,224
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,28,226
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,203,226
ENSG00000198894.7,chr14,77098214,77098361,TSS,True,35,108
ENSG00000100614.17,chr14,60249677,60282683,ES,False,155,174
ENSG00000100614.17,chr14,60249197,60249677,TSS,True,26,207
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,45,106
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,83,106
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,94,106
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,13,100
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,71,129
ENSG00000168952.15,chr14,25049877,25050164,TSS,False,15,118
ENSG00000182979.17,chr14,105467232,105469498,TSS,False,91,106
ENSG00000182979.17,chr14,105469908,105469992,TSS,True,81,106
ENSG00000182979.17,chr14,105468814,105469160,TSS,False,84,106
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,35,304
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,5893,7976
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,6774,7585
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,5892,7573
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,40,261
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,152,298
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,174,298
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,27,125
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,133,157
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,28,137
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,131,158
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,61,158
ENSG00000100445.17,chr14,24440782,24442711,TSS,True,80,116
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,69,116
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,227,1208
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,43,115
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,67,149
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,98,143
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,120,499
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,24,160
ENSG00000129538.13,chr14,20802093,20802796,ES,False,156,198
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,95,293
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,35,255
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,15,124
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,55,152
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,75,128
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,60,148
ENSG00000066629.17,chr14,99891227,99894628,ES,True,22,120
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,19,132
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,41,193
ENSG00000119723.16,chr14,73957352,73959078,TSS,True,159,191
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,34,286
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,253,286
ENSG00000119711.12,chr14,74084346,74084604,TSS,True,15,112
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,652,1359
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,966,1359
ENSG00000070182.20,chr14,64786403,64787164,TSS,True,84,104
ENSG00000070182.20,chr14,64770884,64771067,TSS,True,83,104
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,20,159
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,123,159
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,49,159
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,14,119
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,22,119
ENSG00000074800.15,chr1,8868057,8871890,ME,False,145,270
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,54,334
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,294,334
ENSG00000187147.17,chr1,44635588,44636029,5AS,False,67,100
ENSG00000187147.17,chr1,44631941,44632208,TSS,True,39,110
ENSG00000187147.17,chr1,44631951,44632212,TSS,True,82,110
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,176,410
ENSG00000116478.11,chr1,32333016,32335070,PAS,True,18,136
ENSG00000116478.11,chr1,32332089,32333621,PAS,True,116,134
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,97,121
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,106,121
ENSG00000187642.9,chr1,976269,976498,IR,True,154,301
ENSG00000187642.9,chr1,975194,976269,PAS,True,147,304
ENSG00000187642.9,chr1,975197,976624,PAS,True,157,303
ENSG00000187642.9,chr1,978880,980936,TSS,True,200,405
ENSG00000187642.9,chr1,982064,982346,TSS,False,310,405
ENSG00000132716.18,chr1,160240370,160261284,ES,False,26,195
ENSG00000132716.18,chr1,160244034,160262116,ES,False,37,148
ENSG00000132716.18,chr1,160261358,160262116,3AS,True,107,119
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,43,151
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,46,310
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,263,300
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,152,320
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,280,320
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,254,320
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,23,118
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,73,125
ENSG00000116750.13,chr1,193023946,193028084,ES,False,111,126
ENSG00000158246.7,chr1,27012406,27012849,TSS,False,14,117
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,85,387
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,341,387
ENSG00000116991.10,chr1,232397843,232399273,PAS,True,24,122
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,94,105
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,91,127
ENSG00000116991.10,chr1,232425588,232425726,TSS,True,73,104
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,53,109
ENSG00000162599.15,chr1,61406561,61406727,TSS,False,86,106
ENSG00000116783.14,chr1,74235351,74235491,TSS,False,13,109
ENSG00000116783.14,chr1,74543905,74544428,PAS,True,36,108
ENSG00000160097.17,chr1,32863776,32864663,3AS,False,26,115
ENSG00000160097.17,chr1,32863776,32864663,IR,True,26,153
ENSG00000160097.17,chr1,32864299,32864663,IR,True,46,173
ENSG00000160097.17,chr1,32864483,32864663,IR,True,42,169
ENSG00000160097.17,chr1,32862268,32864483,PAS,True,215,249
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,196,249
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,118,246
ENSG00000160097.17,chr1,32870652,32871175,TSS,True,53,287
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,207,1616
ENSG00000143164.15,chr1,168004793,168022987,ES,False,178,413
ENSG00000143164.15,chr1,168045227,168063620,ES,False,268,445
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,105,472
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,406,472
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,108,467
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,374,466
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,281,326
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,365,433
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,152,433
ENSG00000078808.16,chr1,1231506,1232001,TSS,True,386,433
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,217,424
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,312,424
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,38,132
ENSG00000188290.10,chr1,999613,999691,IR,False,99,119
ENSG00000188290.10,chr1,999787,999865,IR,False,26,119
ENSG00000188290.10,chr1,999525,1000094,TSS,True,115,134
ENSG00000188290.10,chr1,999865,1000097,TSS,True,101,134
ENSG00000188290.10,chr1,999691,1000097,TSS,True,61,134
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,196,446
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,382,434
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,380,433
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,391,437
ENSG00000160679.12,chr1,153636653,153638294,IR,False,105,130
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,60,128
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,18,150
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,36,139
ENSG00000134686.18,chr1,33334292,33349596,ES,True,34,116
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,53,169
ENSG00000117410.13,chr1,43975107,43976089,ES,False,17,112
ENSG00000117266.15,chr1,205504549,205504878,TSS,True,134,159
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,64,132
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,69,132
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,73,130
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,57,127
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,47,120
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,26,230
ENSG00000135842.16,chr1,184803692,184808073,ES,True,43,346
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,207,540
ENSG00000175756.13,chr1,1374790,1374996,IR,False,94,107
ENSG00000175756.13,chr1,1374790,1375074,5AS,False,11,105
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,207,312
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,328,387
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,181,387
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,293,387
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,26,259
ENSG00000265491.4,chr1,145823771,145824412,TSS,False,58,132
ENSG00000265491.4,chr1,145784538,145784653,TSS,True,99,130
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,19,111
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,32,110
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,650,3196
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,2835,3192
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,17,169
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,139,351
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,219,339
ENSG00000188976.10,chr1,944800,945056,5AS,False,128,238
ENSG00000188976.10,chr1,959214,960041,TSS,True,28,249
ENSG00000178585.14,chr1,9910094,9910358,TSS,True,21,105
ENSG00000090686.15,chr1,21729829,21736445,3AS,False,24,107
ENSG00000090686.15,chr1,21678592,21679439,PAS,True,98,116
ENSG00000090686.15,chr1,21721031,21721166,PAS,True,64,114
ENSG00000090686.15,chr1,21721035,21721163,PAS,True,90,114
ENSG00000090686.15,chr1,21724818,21728719,PAS,True,101,114
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,23,200
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,137,167
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,89,167
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,146,167
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,164,275
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,141,305
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,192,303
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,192,252
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,27,257
ENSG00000077549.17,chr1,19339617,19344357,ES,False,42,202
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,88,171
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,143,171
ENSG00000198626.15,chr1,237610781,237610988,TSS,True,362,430
ENSG00000198626.15,chr1,237700257,237700467,TSS,True,182,203
ENSG00000198626.15,chr1,237708989,237709098,TSS,True,182,203
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,153,178
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,106,282
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,317,384
ENSG00000198626.15,chr1,237832551,237833988,PAS,True,391,435
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,26,110
ENSG00000066136.20,chr1,40691587,40691867,TSS,True,20,117
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,32,130
ENSG00000077157.21,chr1,202569197,202580473,ES,False,120,136
ENSG00000077157.21,chr1,202348692,202349142,TSS,True,309,346
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,234,322
ENSG00000077157.21,chr1,202495292,202495475,PAS,True,139,155
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,46,184
ENSG00000004487.16,chr1,23030634,23050386,ES,False,55,174
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,70,118
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,97,118
ENSG00000198892.6,chr1,201891460,201891568,TSS,True,100,118
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,18,127
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,84,194
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,17,117
ENSG00000134240.11,chr1,119768740,119768968,TSS,True,24,134
ENSG00000127472.10,chr1,20028204,20028709,TSS,True,102,121
ENSG00000127472.10,chr1,20070161,20070465,TSS,True,57,121
ENSG00000162614.18,chr1,77918273,77926413,ES,False,67,366
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,172,490
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,344,433
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,306,447
ENSG00000162614.18,chr1,77917565,77917712,PAS,True,279,319
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,338,459
ENSG00000162614.18,chr1,77933281,77933465,PAS,False,404,462
ENSG00000178104.19,chr1,149003042,149003613,3AS,False,43,101
ENSG00000178104.19,chr1,149021153,149026714,ES,False,65,225
ENSG00000178104.19,chr1,149024684,149027400,ES,True,27,258
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,490,837
ENSG00000178104.19,chr1,149024442,149024684,TSS,True,430,504
ENSG00000178104.19,chr1,149027180,149027627,TSS,True,403,504
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,215,397
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,369,817
ENSG00000116604.17,chr1,156500485,156500826,TSS,True,86,109
ENSG00000116604.17,chr1,156467992,156468120,TSS,True,81,108
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,96,120
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,51,120
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,18,114
ENSG00000171735.18,chr1,6785575,6825091,ES,False,42,220
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,199,222
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,26,222
ENSG00000143612.20,chr1,154214574,154220341,ES,False,21,198
