gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF049QIP_in_cov,endothelial_cell_of_umbilical_vein_ENCFF049QIP_total_cov
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,52,146
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,113,146
ENSG00000079462.7,chr19,42302698,42302801,TSS,True,131,146
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,61,434
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,84,630
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,360,3223
ENSG00000064666.14,chr19,1032696,1036415,ES,False,37,308
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,119,420
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,246,282
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,62,282
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,24,115
ENSG00000142453.11,chr19,10921127,10921614,ES,False,137,169
ENSG00000142453.11,chr19,10871331,10871922,TSS,True,27,192
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,65,102
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,51,102
ENSG00000178464.6,chr19,12643427,12643590,IR,True,28,155
ENSG00000178464.6,chr19,12643194,12643427,PAS,True,129,157
ENSG00000178464.6,chr19,12643590,12643960,TSS,True,127,157
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,79,358
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,294,358
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,372,451
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,79,463
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,88,463
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,384,463
ENSG00000105397.13,chr19,10353646,10354041,IR,True,87,102
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,32,111
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,28,223
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,45,425
PB_novel_45212,chr19,44655887,44656000,PAS,True,99,111
PB_novel_45212,chr19,44656863,44659445,TSS,True,99,111
ENSG00000104915.14,chr19,13149897,13150138,IR,False,123,153
ENSG00000104915.14,chr19,13150138,13150374,TSS,True,40,166
ENSG00000104915.14,chr19,13149727,13150371,TSS,True,137,166
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,237,306
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,107,306
ENSG00000167747.14,chr19,50798924,50799293,IR,False,55,130
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,103,1005
ENSG00000133275.15,chr19,1978511,1978601,IR,False,159,178
ENSG00000133275.15,chr19,1941094,1941418,TSS,False,44,213
ENSG00000133243.8,chr19,2015296,2015723,TSS,True,34,176
ENSG00000105619.13,chr19,54110121,54114441,5AS,True,79,110
ENSG00000105619.13,chr19,54114441,54114702,TSS,True,81,119
ENSG00000105619.13,chr19,54115246,54115677,TSS,True,73,119
ENSG00000105619.13,chr19,54114437,54114583,TSS,True,87,119
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,18,132
ENSG00000130511.15,chr19,18430930,18431646,ES,False,226,296
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,197,313
ENSG00000130511.15,chr19,18433817,18434216,IR,True,197,223
ENSG00000130511.15,chr19,18433932,18434216,IR,True,116,142
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,135,420
ENSG00000130511.15,chr19,18434216,18434563,PAS,False,107,420
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,323,2526
ENSG00000105323.16,chr19,41304261,41305675,3AS,False,137,164
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,163,237
ENSG00000105323.16,chr19,41302662,41302949,TSS,True,201,235
ENSG00000104886.11,chr19,2233905,2233997,IR,False,232,274
ENSG00000104886.11,chr19,2233148,2233905,PAS,True,53,284
ENSG00000104886.11,chr19,2230683,2234061,PAS,True,242,284
ENSG00000105401.8,chr19,10395343,10395434,IR,False,546,659
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,151,791
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,150,403
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,268,402
ENSG00000105538.9,chr19,48740520,48740611,TSS,False,62,298
ENSG00000105058.11,chr19,16185516,16185623,IR,False,410,468
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,76,486
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,428,486
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,49,312
ENSG00000089351.14,chr19,35026048,35027398,PAS,True,64,311
ENSG00000089351.14,chr19,35010283,35011120,PAS,True,217,274
ENSG00000130311.10,chr19,17309510,17309657,TSS,True,40,243
ENSG00000099783.11,chr19,8465362,8465479,IR,False,383,954
ENSG00000099783.11,chr19,8474244,8485602,ES,False,264,973
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,242,1184
ENSG00000099783.11,chr19,8485600,8486405,TSS,True,998,1181
ENSG00000165507.8,chr10,44978617,44978810,TSS,True,217,1353
ENSG00000165629.19,chr10,7802854,7807658,ES,False,153,690
ENSG00000165629.19,chr10,7788096,7788263,TSS,True,76,711
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,244,671
ENSG00000154473.17,chr10,123162828,123165046,IR,True,244,276
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,277,705
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,462,707
ENSG00000107816.17,chr10,100997031,100997234,TSS,True,165,185
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,52,185
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,113,144
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,41,144
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,44,320
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,287,320
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,16,119
ENSG00000152465.17,chr10,15128458,15132816,ES,True,26,205
ENSG00000152465.17,chr10,15135418,15141421,ES,False,167,202
ENSG00000152465.17,chr10,15104347,15106698,PAS,False,172,216
ENSG00000152465.17,chr10,15107857,15109215,PAS,True,53,211
ENSG00000108179.13,chr10,79347429,79347743,TSS,True,78,198
ENSG00000123240.16,chr10,13100302,13109111,ES,False,167,189
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,52,202
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,707,901
ENSG00000123240.16,chr10,13133532,13133581,TSS,True,212,894
ENSG00000107719.8,chr10,70478398,70479059,TSS,False,90,165
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,52,138
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,121,141
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,25,163
ENSG00000223482.7,chr10,87342241,87342649,TSS,True,26,111
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,64,126
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,105,126
ENSG00000196072.11,chr10,100286604,100286703,TSS,True,32,214
ENSG00000196072.11,chr10,100286096,100286358,TSS,True,186,214
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,84,308
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,169,239
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,96,239
ENSG00000138326.19,chr10,78033751,78033904,TSS,False,178,866
ENSG00000138326.19,chr10,78035350,78035417,TSS,True,719,866
ENSG00000165669.13,chr10,118336423,118342269,ES,False,50,124
ENSG00000165669.13,chr10,118342269,118342324,TSS,True,22,151
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,115,240
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,178,240
ENSG00000170312.15,chr10,60778448,60778570,TSS,True,35,331
ENSG00000172586.7,chr10,73782049,73782199,TSS,True,14,113
ENSG00000172586.7,chr10,73782314,73782441,TSS,True,101,113
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,38,303
ENSG00000023041.11,chr10,112445650,112446704,5AS,False,92,104
ENSG00000023041.11,chr10,112430289,112430907,PAS,True,14,114
ENSG00000023041.11,chr10,112446704,112446956,TSS,True,26,118
ENSG00000023041.11,chr10,112446586,112446949,TSS,True,106,118
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,41,132
ENSG00000119979.17,chr10,119104763,119104986,PAS,True,92,131
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,59,251
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,87,292
ENSG00000099250.17,chr10,33196177,33197709,PAS,True,220,281
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,68,311
ENSG00000166033.12,chr10,122461426,122462124,TSS,False,35,347
ENSG00000171307.18,chr10,97453663,97454713,ES,False,77,168
ENSG00000171307.18,chr10,97454799,97455713,3AS,False,24,175
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,185,547
ENSG00000108219.14,chr10,80454371,80489216,ES,False,92,152
ENSG00000108219.14,chr10,80454148,80454371,TSS,True,116,276
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,29,208
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,65,190
ENSG00000107581.12,chr10,119041993,119042695,TSS,True,169,188
ENSG00000108039.17,chr10,109923401,109923563,TSS,True,26,186
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,23,110
ENSG00000148484.17,chr10,16782084,16817314,ES,False,115,476
ENSG00000148484.17,chr10,16782084,16817314,5AS,True,115,183
ENSG00000148484.17,chr10,16817084,16817314,IR,True,365,433
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,93,573
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,505,573
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,112,168
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,83,196
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,138,196
ENSG00000188690.13,chr10,125788574,125789005,PAS,True,11,109
ENSG00000188690.13,chr10,125823028,125823288,TSS,True,15,112
ENSG00000122952.16,chr10,56358185,56358376,IR,False,432,484
ENSG00000122952.16,chr10,56359853,56360017,IR,False,358,406
ENSG00000122952.16,chr10,56360141,56360292,IR,False,348,408
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,66,499
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,99,503
ENSG00000122952.16,chr10,56358555,56358668,TSS,True,418,503
ENSG00000119977.20,chr10,95693643,95693962,TSS,True,30,196
ENSG00000136754.17,chr10,26751783,26759061,ES,False,33,106
ENSG00000136754.17,chr10,26759235,26765217,3AS,False,35,106
ENSG00000136754.17,chr10,26770345,26777064,ES,False,84,115
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,21,208
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,64,225
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,183,225
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,21,209
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,188,209
ENSG00000152804.10,chr10,92689844,92690347,TSS,True,58,283
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,70,696
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,38,121
ENSG00000130640.13,chr10,133288128,133288281,TSS,True,101,113
ENSG00000173269.13,chr10,86957377,86957635,TSS,True,62,462
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,21,160
ENSG00000107521.18,chr10,98429642,98430570,ES,False,52,167
ENSG00000107521.18,chr10,98434091,98435634,ES,False,27,177
ENSG00000107521.18,chr10,98445413,98446886,5AS,True,23,206
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,106,233
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,167,220
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,182,217
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,46,237
ENSG00000107984.9,chr10,52314280,52314677,TSS,False,63,261
ENSG00000107984.9,chr10,52314284,52315085,TSS,True,232,261
ENSG00000231298.6,chr10,4650159,4651203,PAS,True,43,111
ENSG00000231298.6,chr10,4655442,4659680,PAS,True,83,111
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,28,150
ENSG00000148468.16,chr10,15214601,15220943,ES,False,13,110
ENSG00000148468.16,chr10,15370955,15371334,TSS,True,81,180
ENSG00000122882.10,chr10,73167865,73168090,TSS,True,21,137
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,25,213
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,79,328
ENSG00000067064.11,chr10,1043393,1048863,ES,False,55,247
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,38,287
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,39,103
ENSG00000165886.4,chr10,97498549,97499273,TSS,False,17,127
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,220,693
ENSG00000067057.16,chr10,3125719,3129983,TSS,True,556,685
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,21,102
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,53,336
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,134,469
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,350,471
ENSG00000203791.14,chr10,124760503,124765391,ES,False,66,105
ENSG00000122359.17,chr10,80172869,80205342,ES,False,45,174
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,57,231
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,204,231
ENSG00000198682.12,chr10,87659620,87660008,TSS,True,21,131
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,36,179
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,158,179
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,252,2045
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,27,102
ENSG00000148688.13,chr10,90905301,90908556,PAS,True,87,102
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,50,164
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,260,400
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,66,233
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,196,234
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,410,475
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,116,578
ENSG00000132334.16,chr10,127907029,127907309,TSS,True,98,131
ENSG00000132334.16,chr10,127987181,127987395,TSS,False,52,129
ENSG00000132334.16,chr10,128082831,128085921,PAS,False,19,122
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,44,137
ENSG00000134453.15,chr10,6112208,6112361,TSS,True,116,136
ENSG00000108100.17,chr10,35336433,35337207,TSS,True,22,153
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,67,225
ENSG00000148730.6,chr10,70419911,70420099,TSS,True,194,225
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,76,199
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,46,204
ENSG00000166295.8,chr10,72216138,72223887,ES,False,115,157
ENSG00000166295.8,chr10,72216138,72230365,ES,True,18,172
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,70,268
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,208,268
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,33,264
ENSG00000138180.15,chr10,93496781,93500039,5AS,True,31,134
ENSG00000138180.15,chr10,93496596,93496923,TSS,False,39,144
ENSG00000138180.15,chr10,93496596,93496781,TSS,True,113,144
ENSG00000165806.19,chr10,113679161,113679349,TSS,True,84,109
ENSG00000165806.19,chr10,113679630,113679978,TSS,True,28,109
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,254,292
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,464,719
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,538,719
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,120,208
ENSG00000197771.12,chr10,119872526,119872998,TSS,True,44,249
ENSG00000107672.14,chr10,121974873,121975287,TSS,True,33,260
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,126,291
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,162,285
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,54,318
ENSG00000107872.12,chr10,102421507,102421786,IR,True,68,104
ENSG00000107872.12,chr10,102420835,102421182,TSS,True,81,112
ENSG00000107872.12,chr10,102421205,102421507,TSS,True,69,112
ENSG00000107872.12,chr10,102421449,102422292,TSS,True,85,112
ENSG00000185009.12,chr10,74138382,74150754,ES,False,60,124
ENSG00000185009.12,chr10,74150754,74151085,TSS,False,33,157
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,320,788
ENSG00000122378.13,chr10,80413876,80420482,3AS,True,37,235
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,472,1272
ENSG00000122378.13,chr10,80413707,80413876,TSS,False,1035,1270
ENSG00000173267.13,chr10,86955747,86955856,TSS,True,91,125
ENSG00000173267.13,chr10,86958576,86958818,TSS,True,54,125
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,131,266
ENSG00000134452.19,chr10,5890346,5906036,ES,False,38,141
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,31,181
ENSG00000107485.16,chr10,8058841,8063995,3AS,False,24,101
ENSG00000107485.16,chr10,8045291,8045515,TSS,False,96,108
ENSG00000107485.16,chr10,8054587,8054891,TSS,True,43,106
ENSG00000107485.16,chr10,8058351,8058841,TSS,True,92,106
ENSG00000065809.13,chr10,14604239,14604450,TSS,True,23,124
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,178,309
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,107,322
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,268,399
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,221,399
ENSG00000148824.18,chr10,133401590,133402148,IR,False,133,156
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,27,191
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,27,188
ENSG00000148824.18,chr10,133399528,133400207,PAS,True,156,180
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,138,1095
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,100,133
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,54,155
ENSG00000100938.17,chr14,24232136,24232847,TSS,True,122,155
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,19,152
ENSG00000197102.11,chr14,102015100,102015332,TSS,True,82,117
ENSG00000197102.11,chr14,102050086,102050198,TSS,True,101,113
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,15,122
ENSG00000119640.8,chr14,75053220,75053659,PAS,True,11,106
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,77,266
ENSG00000100522.9,chr14,52791427,52791684,TSS,True,20,102
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,180,212
ENSG00000258289.8,chr14,64924126,64932137,ES,False,44,249
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,47,116
ENSG00000139926.15,chr14,51651948,51652217,TSS,True,99,116
ENSG00000100722.19,chr14,88578140,88607242,ES,False,17,117
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,45,123
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,16,132
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,661,961
ENSG00000092199.17,chr14,21234229,21269297,ES,False,287,937
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,126,1069
ENSG00000184887.13,chr14,105249085,105249156,IR,False,182,204
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,193,220
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,55,220
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,304,390
ENSG00000172590.18,chr14,22829940,22830049,IR,False,304,376
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,117,421
ENSG00000172590.18,chr14,22829940,22830052,IR,False,117,275
ENSG00000172590.18,chr14,22829948,22830049,IR,False,74,146
ENSG00000172590.18,chr14,22829886,22829948,TSS,True,522,598
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,176,598
ENSG00000172590.18,chr14,22829886,22830110,TSS,True,526,598
ENSG00000092203.13,chr14,21476763,21477284,TSS,False,22,104
ENSG00000119630.13,chr14,74942733,74946378,ES,False,670,1197
ENSG00000119718.10,chr14,75002903,75003153,TSS,True,49,276
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,70,175
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,133,172
ENSG00000133983.14,chr14,70329236,70359518,ES,False,34,331
ENSG00000165949.12,chr14,94110797,94111658,3AS,False,219,432
ENSG00000165949.12,chr14,94110797,94114850,ES,False,62,494
ENSG00000197119.12,chr14,100293377,100298841,ES,False,116,146
ENSG00000197119.12,chr14,100306198,100306544,TSS,True,63,216
ENSG00000100461.17,chr14,22905453,22906194,ES,False,17,149
ENSG00000100461.17,chr14,22906368,22909482,ES,False,101,143
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,33,249
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,34,265
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,158,217
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,32,125
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,2388,2698
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,402,2698
ENSG00000126787.12,chr14,55148473,55150798,ES,False,224,255
ENSG00000214548.16,chr14,100835879,100836166,5AS,False,63,103
ENSG00000214548.16,chr14,100826114,100826217,TSS,True,136,255
ENSG00000214548.16,chr14,100830191,100836075,TSS,True,220,252
ENSG00000214548.16,chr14,100831574,100835879,TSS,True,188,252
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,14,128
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,107,126
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,35,126
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,45,167
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,188,824
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,568,753
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,295,842
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,714,842
ENSG00000140105.17,chr14,100361921,100376259,ES,False,34,261
ENSG00000140105.17,chr14,100369258,100375282,ES,False,245,409
ENSG00000140105.17,chr14,100369258,100376259,ES,False,173,222
ENSG00000140105.17,chr14,100374244,100375282,3AS,False,103,163
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,920,1181
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,761,1181
ENSG00000140105.17,chr14,100346745,100346847,TSS,True,1054,1180
ENSG00000092036.18,chr14,22956915,22957161,TSS,True,71,106
ENSG00000092036.18,chr14,22956923,22957140,TSS,True,75,106
ENSG00000092036.18,chr14,22956745,22957140,TSS,True,95,106
ENSG00000126777.17,chr14,55580354,55612018,ES,False,157,208
ENSG00000126777.17,chr14,55661612,55667240,ES,False,72,185
ENSG00000126777.17,chr14,55673012,55675834,ES,False,78,196
ENSG00000126777.17,chr14,55580021,55580354,TSS,True,25,238
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,40,236
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,178,214
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,174,677
ENSG00000142208.16,chr14,104792722,104795483,ES,False,724,829
ENSG00000184916.8,chr14,105168354,105169389,TSS,False,65,130
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,42,203
ENSG00000071246.10,chr14,76761288,76763130,TSS,True,127,165
ENSG00000119650.12,chr14,75985840,75988884,5AS,False,97,117
ENSG00000119650.12,chr14,75985752,75985840,TSS,False,22,119
ENSG00000119650.12,chr14,75985774,75986308,TSS,True,107,119
ENSG00000119650.12,chr14,76083457,76083750,PAS,True,30,118
ENSG00000119650.12,chr14,76058641,76059271,PAS,True,99,117
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,45,355
ENSG00000256053.7,chr14,103563124,103587273,ES,False,28,183
ENSG00000256053.7,chr14,103571820,103587273,ES,False,19,156
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,875,1174
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,15,102
ENSG00000119725.18,chr14,73921105,73923394,ES,False,56,127
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,34,292
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,54,226
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,141,172
ENSG00000100650.15,chr14,69769251,69770466,IR,False,167,231
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,138,278
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,224,278
ENSG00000100650.15,chr14,69767116,69767380,TSS,True,248,278
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,38,258
ENSG00000119688.20,chr14,74286529,74286700,IR,False,73,107
ENSG00000119688.20,chr14,74285409,74286529,PAS,True,36,109
ENSG00000119688.20,chr14,74285242,74286816,PAS,True,75,109
ENSG00000119688.20,chr14,74302874,74303085,TSS,True,21,110
ENSG00000119688.20,chr14,74290026,74290119,TSS,True,96,109
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,30,122
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,40,358
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,232,535
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,439,535
ENSG00000165819.11,chr14,21499137,21499305,IR,False,122,163
ENSG00000165819.11,chr14,21499371,21499491,IR,False,119,161
ENSG00000100526.19,chr14,54397077,54401523,ES,False,30,210
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,134,180
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,56,180
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,123,172
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,58,174
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,57,510
ENSG00000203485.12,chr14,104689607,104689739,TSS,True,59,102
ENSG00000184227.7,chr14,73537145,73537878,TSS,True,39,105
ENSG00000092330.16,chr14,24239931,24240063,IR,False,17,122
ENSG00000092330.16,chr14,24240155,24240262,IR,False,26,123
ENSG00000092330.16,chr14,24240330,24240418,IR,False,26,118
ENSG00000092330.16,chr14,24239642,24240875,PAS,True,28,119
ENSG00000092330.16,chr14,24239639,24239931,PAS,True,108,125
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,31,130
ENSG00000075413.17,chr14,103492034,103502881,ES,False,55,140
ENSG00000027075.14,chr14,61321147,61322464,TSS,True,30,228
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,100,125
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,72,125
ENSG00000100445.17,chr14,24442817,24443076,TSS,False,110,125
ENSG00000090060.17,chr14,96556413,96564954,ES,False,16,142
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,170,314
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,203,304
ENSG00000090060.17,chr14,96531474,96533220,PAS,True,245,304
ENSG00000100926.14,chr14,24192356,24192647,IR,True,117,169
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,65,179
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,121,173
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,28,184
ENSG00000070367.15,chr14,57268621,57268916,TSS,True,17,141
ENSG00000151748.14,chr14,50667873,50668546,TSS,True,21,103
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,60,301
ENSG00000168175.14,chr14,55063036,55063325,TSS,True,268,299
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,170,193
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,172,193
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,148,824
ENSG00000092020.10,chr14,35110629,35121901,ES,False,35,149
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,29,157
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,137,157
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,48,162
