gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos
ENSG00000173715.16,C11orf80,+,10,2,15,66762337,66800657,252,0.372436964553981
ENSG00000173715.16,C11orf80,+,8,2,13,66788243,66800657,511,0.5037971085120208
ENSG00000149547.14,EI24,+,9,0,12,125569569,125572458,215,0.1046173607355327
ENSG00000149547.14,EI24,+,2,4,9,125578237,125581211,61,0.6414418715683934
ENSG00000149547.14,EI24,+,1,5,9,125578237,125582347,79,0.7330531453362256
ENSG00000149547.14,EI24,+,0,5,8,125578237,125582347,59,0.7312185844314631
ENSG00000149547.14,EI24,+,1,2,6,125579058,125582347,251,0.4430353139013453
ENSG00000149547.14,EI24,+,0,6,9,125579058,125583530,29,0.8010304386143312
ENSG00000149547.14,EI24,+,0,6,9,125579058,125583530,29,0.8010304386143312
ENSG00000149547.14,EI24,+,0,7,10,125580152,125583530,94,0.8136907108132966
ENSG00000184014.7,DENND5A,-,0,12,15,9139852,9141956,251,0.933251841605816
ENSG00000184014.7,DENND5A,-,0,12,15,9139852,9141956,251,0.933251841605816
ENSG00000184014.7,DENND5A,-,5,10,18,9145107,9150082,255,0.865176579210587
ENSG00000110768.11,GTF2H1,+,13,0,16,18322726,18333069,127,0.1194646210938383
ENSG00000110768.11,GTF2H1,+,10,1,14,18333193,18339587,57,0.3126609732953775
ENSG00000110768.11,GTF2H1,+,9,2,14,18335913,18341283,63,0.3621855008251011
ENSG00000110768.11,GTF2H1,+,4,7,14,18347705,18352332,157,0.6307361865581744
ENSG00000149150.8,SLC43A1,-,3,8,14,57489384,57491770,126,0.8115360165947338
ENSG00000149150.8,SLC43A1,-,4,3,10,57491828,57500817,251,0.6085187645300565
ENSG00000149150.8,SLC43A1,-,7,5,15,57494167,57500817,120,0.5888084809242684
ENSG00000006071.13,ABCC8,-,1,15,19,17393696,17395610,125,0.9145026355239616
ENSG00000006071.13,ABCC8,-,14,3,20,17407127,17408438,127,0.2795831519899414
ENSG00000172932.14,ANKRD13D,+,7,4,14,67291724,67299592,120,0.4764827744955114
ENSG00000167985.6,SDHAF2,+,4,0,7,61430169,61437625,125,0.0867130611116231
ENSG00000167985.6,SDHAF2,+,0,0,3,61430169,61445943,38,0.4770951064085608
ENSG00000167985.6,SDHAF2,+,0,0,3,61430169,61472991,20,0.4942984173788846
ENSG00000167985.6,SDHAF2,+,0,2,5,61438089,61472991,87,0.5854619158394178
ENSG00000167985.6,SDHAF2,+,0,2,5,61438089,61472991,122,0.5854428193020845
ENSG00000167985.6,SDHAF2,+,0,2,5,61438089,61472991,122,0.5854428193020845
ENSG00000167985.6,SDHAF2,+,0,2,5,61438089,61472991,122,0.5854428193020845
ENSG00000137634.9,NXPE4,-,5,0,8,114595690,114651410,28,0.3472425512912749
ENSG00000137492.7,THAP12,-,0,1,4,76352698,76365859,4,0.6994259731045825
ENSG00000137492.7,THAP12,-,1,0,4,76355652,76380756,32,0.4129343629343629
ENSG00000137492.7,THAP12,-,2,2,7,76361061,76364359,90,0.58848201322794
ENSG00000137492.7,THAP12,-,2,1,6,76361061,76365847,89,0.5651515639596689
ENSG00000137492.7,THAP12,-,2,1,6,76361061,76365859,51,0.5643391843056272
ENSG00000167325.14,RRM1,+,14,0,17,4095026,4107439,254,0.1469987140626435
ENSG00000167325.14,RRM1,+,14,1,18,4102072,4109646,156,0.2522726244855501
ENSG00000166801.15,FAM111A,+,2,1,6,59143286,59145853,252,0.1759848173984407
ENSG00000166801.15,FAM111A,+,1,1,5,59143286,59148716,245,0.2584777075293538
ENSG00000166801.15,FAM111A,+,1,0,4,59143286,59148804,103,0.2426898120839302
ENSG00000166801.15,FAM111A,+,1,0,4,59143286,59148843,63,0.2368734575780784
ENSG00000166801.15,FAM111A,+,2,2,7,59143654,59145853,22,0.200070323488045
ENSG00000166801.15,FAM111A,+,1,2,6,59143654,59148867,222,0.3487213720858581
ENSG00000110074.10,FOXRED1,+,7,0,10,126269264,126273338,229,0.2404541912501391
ENSG00000110074.10,FOXRED1,+,3,3,9,126273446,126275810,29,0.6097343156954678
ENSG00000085063.15,CD59,-,0,2,5,33710334,33717373,28,0.8189949201741654
ENSG00000085063.15,CD59,-,0,2,5,33710334,33717373,28,0.8189949201741654
ENSG00000085063.15,CD59,-,0,2,5,33710334,33717373,28,0.8189949201741654
ENSG00000137714.2,FDX1,+,2,0,5,110355379,110435838,41,0.3757396174456683
ENSG00000137714.2,FDX1,+,2,1,6,110366360,110435838,37,0.4247109251321551
ENSG00000137714.2,FDX1,+,0,0,3,110430301,110462365,7,0.4945934517337199
ENSG00000137714.2,FDX1,+,1,1,5,110435921,110456923,12,0.491326160541586
ENSG00000137714.2,FDX1,+,1,1,5,110435921,110456923,12,0.491326160541586
ENSG00000137714.2,FDX1,+,1,1,5,110435921,110456923,12,0.491326160541586
ENSG00000167987.10,VPS37C,-,2,0,5,61133335,61161394,30,0.105988019434469
ENSG00000162227.7,TAF6L,+,3,4,10,62778305,62782160,58,0.5536252827343554
ENSG00000072518.20,MARK2,+,0,7,10,63904996,63908905,126,0.6102645198389879
ENSG00000213445.9,SIPA1,+,14,0,17,65638173,65640832,116,0.1095018738288569
ENSG00000149716.12,LTO1,-,1,0,4,69668009,69675263,94,0.3793456032719836
ENSG00000149716.12,LTO1,-,3,0,6,69673315,69675263,105,0.1053225310224592
ENSG00000099834.18,CDHR5,-,1,10,14,618051,619487,71,0.8031209362808842
ENSG00000099834.18,CDHR5,-,1,5,9,618051,619332,105,0.6309701492537314
ENSG00000129158.10,SERGEF,-,0,9,12,17788412,17878233,84,0.7986610160446832
ENSG00000129158.10,SERGEF,-,0,9,12,17788412,17878233,84,0.7986610160446832
ENSG00000129158.10,SERGEF,-,0,10,13,17788412,17878233,153,0.7986823556616904
ENSG00000129158.10,SERGEF,-,0,8,11,17788412,17878233,152,0.7951700110852205
ENSG00000129158.10,SERGEF,-,0,8,11,17788412,17878233,152,0.7951700110852205
ENSG00000129158.10,SERGEF,-,0,8,11,17788412,17878233,248,0.7987673966866841
ENSG00000129158.10,SERGEF,-,0,10,13,17788412,17988600,255,0.5532628320866649
ENSG00000129158.10,SERGEF,-,0,10,13,17788412,17988600,255,0.5532628320866649
ENSG00000129158.10,SERGEF,-,1,7,11,17878233,17959556,374,0.405018825712103
ENSG00000129158.10,SERGEF,-,1,7,11,17878233,17959556,379,0.4184608204809102
ENSG00000129158.10,SERGEF,-,1,7,11,17878233,17959556,379,0.4184608204809102
ENSG00000129158.10,SERGEF,-,2,5,10,17959596,17995802,407,0.1570600576040962
ENSG00000129158.10,SERGEF,-,3,3,9,17988749,18000545,156,0.0812398550241255
ENSG00000171631.14,P2RY6,+,0,0,3,73264595,73296697,7,0.4842937445516578
ENSG00000256591.5,AP003108.2,+,0,0,3,61430143,61472991,24,0.4939534240895584
ENSG00000256591.5,AP003108.2,+,0,1,4,61438080,61472991,67,0.5854476322156931
ENSG00000166478.9,ZNF143,+,14,0,17,9461046,9471302,155,0.0760800811991585
ENSG00000166478.9,ZNF143,+,12,0,15,9461046,9473987,251,0.097108764803393
ENSG00000166478.9,ZNF143,+,4,8,15,9496313,9508621,217,0.6139898675673273
ENSG00000166478.9,ZNF143,+,0,14,17,9512506,9527536,155,0.868169047233786
ENSG00000173599.13,PC,-,20,0,23,66952464,66958351,25,0.027084964226547
ENSG00000130592.15,LSP1,+,7,0,10,1853154,1883438,167,0.3875798619984666
ENSG00000130592.15,LSP1,+,7,0,10,1868833,1883438,60,0.3152229299363057
ENSG00000130592.15,LSP1,+,6,0,9,1868833,1883937,79,0.3258737101363115
ENSG00000133794.17,ARNTL,+,14,0,17,13277913,13354315,248,0.3575297941495124
ENSG00000133794.17,ARNTL,+,14,0,17,13277913,13354315,248,0.3575297941495124
ENSG00000133794.17,ARNTL,+,16,1,20,13310000,13349945,389,0.4765839842857795
ENSG00000133794.17,ARNTL,+,14,1,18,13310000,13354315,95,0.4962752052064861
ENSG00000133794.17,ARNTL,+,14,1,18,13310000,13356740,142,0.5073765996343693
ENSG00000133794.17,ARNTL,+,16,2,21,13326464,13349945,189,0.5519586084701026
ENSG00000133794.17,ARNTL,+,16,2,21,13326464,13349945,190,0.5518940743379646
ENSG00000133794.17,ARNTL,+,17,2,22,13326464,13349945,255,0.5517088549757836
ENSG00000133794.17,ARNTL,+,14,2,19,13326464,13356740,312,0.5827309200244926
ENSG00000133794.17,ARNTL,+,13,2,18,13350051,13357059,159,0.6919871707009513
ENSG00000133794.17,ARNTL,+,12,4,19,13354430,13358496,246,0.7185441054180259
ENSG00000110628.14,SLC22A18,+,2,1,6,2908326,2916622,159,0.5151805328676843
ENSG00000110628.14,SLC22A18,+,1,1,5,2918073,2922556,13,0.4287621922898281
ENSG00000133317.14,LGALS12,+,1,5,9,63511815,63515627,31,0.7087095834547044
ENSG00000175634.14,RPS6KB2,+,6,3,12,67429563,67432952,180,0.4052132701421801
ENSG00000175634.14,RPS6KB2,+,7,4,14,67431512,67432952,319,0.5420101229211858
ENSG00000166788.9,SAAL1,-,7,1,11,18090489,18103245,124,0.3576704766347873
ENSG00000166788.9,SAAL1,-,11,0,14,18092302,18105945,255,0.1362959041625002
ENSG00000172638.12,EFEMP2,-,0,1,4,65866629,65867861,497,0.5813221406086044
ENSG00000172638.12,EFEMP2,-,4,3,10,65868618,65869859,618,0.4244893748710543
ENSG00000172638.12,EFEMP2,-,5,2,10,65870233,65871995,694,0.2659123055162659
ENSG00000172638.12,EFEMP2,-,6,0,9,65870652,65872277,249,0.162262443438914
ENSG00000172638.12,EFEMP2,-,7,0,10,65871334,65872697,646,0.1249607288721331
ENSG00000078124.11,ACER3,+,6,0,9,76861062,76976292,154,0.3611159753839996
ENSG00000078124.11,ACER3,+,8,1,12,76926637,76976292,125,0.3122263136942675
ENSG00000078124.11,ACER3,+,4,3,10,76976292,76998794,25,0.7818625331933552
ENSG00000078124.11,ACER3,+,3,4,10,76990540,76998794,95,0.8220037096635507
ENSG00000078124.11,ACER3,+,2,7,12,77011329,77016701,88,0.9451609915722532
ENSG00000172269.18,DPAGT1,-,1,2,6,119097290,119098403,127,0.5034366408397901
ENSG00000172269.18,DPAGT1,-,3,0,6,119100390,119101501,126,0.1122756370026358
ENSG00000172269.18,DPAGT1,-,6,0,9,119100734,119101501,95,0.1356901725431357
ENSG00000152270.8,PDE3B,+,13,0,16,14645044,14771968,30,0.2835639622575327
ENSG00000152270.8,PDE3B,+,3,9,15,14832756,14859046,52,0.890991919779358
ENSG00000187151.7,ANGPTL5,-,1,2,6,101894878,101905847,7,0.4396077977671082
ENSG00000187151.7,ANGPTL5,-,2,1,6,101900429,101907247,9,0.2384424000462882
ENSG00000167283.7,ATP5MG,+,1,0,4,118401710,118406938,53,0.3299745052810489
ENSG00000167283.7,ATP5MG,+,1,0,4,118401710,118406938,7,0.3577267932489451
ENSG00000167283.7,ATP5MG,+,1,0,4,118401710,118406938,7,0.3577267932489451
ENSG00000167283.7,ATP5MG,+,1,0,4,118401710,118406938,27,0.3580458256518304
ENSG00000019144.18,PHLDB1,+,12,2,17,118632241,118635393,607,0.1017094349908492
ENSG00000019144.18,PHLDB1,+,12,2,17,118632241,118635393,607,0.1017094349908492
ENSG00000019144.18,PHLDB1,+,7,10,20,118638974,118644073,380,0.6726473855431246
ENSG00000019144.18,PHLDB1,+,10,1,14,118639216,118641644,729,0.0785587095422645
ENSG00000019144.18,PHLDB1,+,9,6,18,118639216,118642255,61,0.4228702096408065
ENSG00000019144.18,PHLDB1,+,0,12,15,118650150,118656684,542,0.8483142367970499
ENSG00000167792.12,NDUFV1,+,6,0,9,67607066,67608397,542,0.140722848452317
ENSG00000048028.11,USP28,-,5,17,25,113805009,113808302,494,0.8868788479868106
ENSG00000048028.11,USP28,-,10,11,24,113815376,113827263,150,0.6980034778128421
ENSG00000048028.11,USP28,-,21,1,25,113841765,113874626,218,0.2238872461035859
ENSG00000048028.11,USP28,-,18,0,21,113841765,113875448,763,0.2190137573239037
ENSG00000048028.11,USP28,-,18,0,21,113841765,113875448,503,0.2179592835344261
ENSG00000048028.11,USP28,-,18,0,21,113841765,113875448,503,0.2179592835344261
ENSG00000048028.11,USP28,-,23,0,26,113854334,113875448,335,0.1371568817412646
ENSG00000048028.11,USP28,-,24,0,27,113854334,113875448,254,0.1368033283099553
ENSG00000086991.12,NOX4,-,5,9,17,89354961,89400246,156,0.684628741723446
ENSG00000086991.12,NOX4,-,5,6,14,89354961,89432826,173,0.5906868091913904
ENSG00000086991.12,NOX4,-,6,8,17,89373463,89402396,69,0.6282177440776605
ENSG00000151348.13,EXT2,+,12,10,25,44081178,44107685,254,0.1577308163710747
ENSG00000151348.13,EXT2,+,12,10,25,44081178,44107685,254,0.1577308163710747
ENSG00000151348.13,EXT2,+,12,0,15,44095846,44107685,222,0.0407867231259882
ENSG00000151348.13,EXT2,+,12,0,15,44095846,44107685,222,0.0407867231259882
ENSG00000151348.13,EXT2,+,12,0,15,44095846,44107685,222,0.0407867231259882
ENSG00000151348.13,EXT2,+,9,9,21,44109249,44126818,189,0.2353435652692662
ENSG00000151348.13,EXT2,+,7,3,13,44114206,44130046,74,0.1772855783789578
ENSG00000151348.13,EXT2,+,4,3,10,44130077,44206884,158,0.4152701824161536
ENSG00000151348.13,EXT2,+,0,3,6,44232427,44244153,284,0.9094393147938516
ENSG00000150433.9,TMEM218,-,1,0,4,125101256,125111553,23,0.3568340881020996
ENSG00000150433.9,TMEM218,-,3,0,6,125102808,125111553,95,0.3024398625429553
ENSG00000150433.9,TMEM218,-,1,0,4,125102808,125111585,111,0.2762671511810036
ENSG00000162148.10,PPP1R32,+,9,0,12,61430143,61481814,93,0.3384965861173122
ENSG00000162148.10,PPP1R32,+,7,7,17,61484787,61485827,219,0.907600203944014
ENSG00000162148.10,PPP1R32,+,3,9,15,61485838,61487061,124,0.9264507533390356
ENSG00000160172.10,FAM86C2P,-,0,0,3,67793290,67803036,31,0.4273012552301255
ENSG00000160172.10,FAM86C2P,-,0,0,3,67793290,67803036,31,0.4273012552301255
ENSG00000160172.10,FAM86C2P,-,1,1,5,67796688,67803036,20,0.4032769946121485
ENSG00000160172.10,FAM86C2P,-,1,1,5,67796688,67803036,20,0.4032769946121485
ENSG00000160172.10,FAM86C2P,-,1,1,5,67796688,67803036,91,0.403424606982065
ENSG00000073921.17,PICALM,-,0,9,12,85959054,85981183,427,0.7678991377057748
ENSG00000073921.17,PICALM,-,15,1,19,86014962,86031525,254,0.411523649649452
ENSG00000073921.17,PICALM,-,15,0,18,86022468,86068661,61,0.210391769251505
ENSG00000110665.11,C11orf21,-,2,0,5,2300604,2302885,29,0.1628782692044365
ENSG00000245573.7,BDNF-AS,+,4,0,7,27506878,27639850,31,0.3900826930971791
ENSG00000245573.7,BDNF-AS,+,2,2,7,27540026,27639850,59,0.5399204967653096
ENSG00000254855.1,AP001107.8,-,2,3,8,66263690,66264862,19,0.4121023081721772
ENSG00000110696.9,C11orf58,+,3,0,6,16738838,16744602,85,0.1779685596612332
ENSG00000110696.9,C11orf58,+,3,0,6,16738838,16744602,166,0.1772049004238518
ENSG00000110696.9,C11orf58,+,3,0,6,16738838,16744602,156,0.1776552524666279
ENSG00000110696.9,C11orf58,+,2,0,5,16738838,16752786,28,0.3675842552096732
ENSG00000110696.9,C11orf58,+,1,1,5,16744673,16754874,189,0.6016077518540572
ENSG00000110719.9,TCIRG1,+,16,0,19,68039103,68041268,1012,0.0941888005413635
ENSG00000110719.9,TCIRG1,+,15,0,18,68039103,68042646,773,0.151536963333051
ENSG00000110719.9,TCIRG1,+,9,7,19,68043883,68047436,1404,0.5594967600774216
ENSG00000110719.9,TCIRG1,+,0,5,8,68050060,68050753,506,0.8474867311895098
ENSG00000110719.9,TCIRG1,+,0,13,16,68050658,68053608,497,0.8446991404011461
ENSG00000131626.18,PPFIA1,+,7,1,11,70272411,70324404,382,0.4408587610168952
ENSG00000131626.18,PPFIA1,+,4,0,7,70348398,70354303,126,0.197399211071739
ENSG00000160695.14,VPS11,+,8,0,11,119070391,119073858,61,0.1575635647632908
ENSG00000162341.16,TPCN2,+,10,0,13,69049096,69054033,895,0.0231063376124479
ENSG00000162341.16,TPCN2,+,16,0,19,69049096,69062892,474,0.0635506096241252
ENSG00000162341.16,TPCN2,+,20,1,24,69054074,69057589,383,0.1750063275120222
ENSG00000162341.16,TPCN2,+,14,3,20,69062987,69070452,505,0.426809941169408
ENSG00000162341.16,TPCN2,+,10,3,16,69062987,69078491,251,0.5398722898722899
ENSG00000162341.16,TPCN2,+,2,9,14,69072678,69078752,749,0.8663475223185405
ENSG00000162341.16,TPCN2,+,5,15,23,69079001,69085286,693,0.8392428112591993
ENSG00000162341.16,TPCN2,+,0,8,11,69079001,69135506,583,0.6674316389483443
ENSG00000162341.16,TPCN2,+,1,2,6,69085729,69087132,28,0.4058167786194083
ENSG00000149485.18,FADS1,-,0,8,11,61802452,61803436,174,0.9300661897439326
ENSG00000149485.18,FADS1,-,1,7,11,61802924,61803674,61,0.9065127452288804
ENSG00000149485.18,FADS1,-,0,3,6,61804757,61810991,446,0.6631872978535724
ENSG00000149485.18,FADS1,-,6,2,11,61806722,61812476,241,0.4848140219427348
ENSG00000149485.18,FADS1,-,8,0,11,61813352,61816589,351,0.1340610777653189
ENSG00000188070.9,C11orf95,-,0,1,4,63763705,63765840,5,0.4506986702727068
ENSG00000134575.9,ACP2,-,7,0,10,47245789,47248694,143,0.1654755648975302
ENSG00000185507.20,IRF7,-,2,2,7,613864,614501,252,0.4808978032473734
ENSG00000185507.20,IRF7,-,3,2,8,613864,614817,189,0.4733666862860506
ENSG00000177105.9,RHOG,-,0,0,3,3828124,3840900,7,0.4607674684994273
ENSG00000245248.7,USP2-AS1,+,0,0,3,119364489,119469834,87,0.4996454168951758
ENSG00000245248.7,USP2-AS1,+,0,1,4,119395031,119498619,82,0.606970773655831
ENSG00000178202.12,KDELC2,-,0,4,7,108474409,108481199,31,0.7838753903572244
ENSG00000178202.12,KDELC2,-,1,0,4,108477682,108486227,12,0.3341955315639526
ENSG00000255248.8,MIR100HG,-,0,1,4,122028332,122064271,61,0.5271112865035517
ENSG00000255248.8,MIR100HG,-,0,0,3,122028332,122100406,59,0.5002495840266223
ENSG00000255248.8,MIR100HG,-,2,2,7,122033431,122064271,133,0.7154425324810383
ENSG00000255248.8,MIR100HG,-,2,1,6,122180387,122292398,118,0.4716592291798197
ENSG00000255248.8,MIR100HG,-,2,1,6,122180387,122292398,155,0.3320930380206066
ENSG00000023445.13,BIRC3,+,7,0,10,102317567,102321849,61,0.1099194385409973
ENSG00000023445.13,BIRC3,+,7,0,10,102317567,102321849,61,0.1099194385409973
ENSG00000174165.7,ZDHHC24,-,0,1,4,66521193,66543714,15,0.5346306717563261
ENSG00000174165.7,ZDHHC24,-,0,1,4,66521193,66543714,26,0.5346096332441366
ENSG00000174165.7,ZDHHC24,-,0,1,4,66521193,66543714,26,0.5346096332441366
ENSG00000174165.7,ZDHHC24,-,1,1,5,66524270,66543714,19,0.4740673697465764
ENSG00000174165.7,ZDHHC24,-,1,1,5,66524270,66543714,52,0.4744789618560755
ENSG00000165912.15,PACSIN3,-,0,7,10,47178041,47179165,287,0.8800225098480585
ENSG00000165912.15,PACSIN3,-,1,3,7,47178480,47179417,150,0.8412260967379077
ENSG00000165912.15,PACSIN3,-,9,1,13,47180682,47183010,254,0.3798966494415736
ENSG00000165912.15,PACSIN3,-,8,0,11,47180682,47186362,63,0.2427087660988782
ENSG00000165912.15,PACSIN3,-,7,0,10,47182548,47186362,219,0.2226092819417912
ENSG00000165912.15,PACSIN3,-,9,0,12,47183068,47185286,143,0.1502431533145636
ENSG00000165912.15,PACSIN3,-,9,0,12,47183068,47186362,31,0.1933925160130352
ENSG00000280832.1,GSEC,-,0,0,3,126342104,126355493,6,0.4616303679934458
ENSG00000280832.1,GSEC,-,0,0,3,126342104,126355493,6,0.4616303679934458
ENSG00000137710.15,RDX,-,1,4,8,110258184,110264039,187,0.9157874371211144
ENSG00000109919.9,MTCH2,-,0,3,6,47618913,47627088,127,0.8195104512764436
ENSG00000109919.9,MTCH2,-,5,2,10,47631083,47638699,31,0.3201059313127916
ENSG00000109919.9,MTCH2,-,5,2,10,47631083,47638699,31,0.3201059313127916
ENSG00000130413.15,STK33,-,9,0,12,8464805,8594083,158,0.3200241206824966
ENSG00000130413.15,STK33,-,9,0,12,8464805,8594083,158,0.3200241206824966
ENSG00000130413.15,STK33,-,9,0,12,8464805,8594083,350,0.3201565789863883
ENSG00000130413.15,STK33,-,11,0,14,8474731,8594083,222,0.2722282356579557
ENSG00000130413.15,STK33,-,10,0,13,8474731,8594083,375,0.2718730661424775
ENSG00000130413.15,STK33,-,11,0,14,8474731,8594083,254,0.2952394608546028
ENSG00000130413.15,STK33,-,11,0,14,8474731,8594083,254,0.2952394608546028
ENSG00000130413.15,STK33,-,11,0,14,8474731,8594083,254,0.2952394608546028
ENSG00000130413.15,STK33,-,11,2,16,8475060,8477273,153,0.5833923486442987
ENSG00000130413.15,STK33,-,0,0,3,8475060,8594083,240,0.4992049876563873
ENSG00000130413.15,STK33,-,7,0,10,8475060,8594083,378,0.29915518253375
ENSG00000130413.15,STK33,-,7,0,10,8475060,8594083,378,0.29915518253375
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,10,0,13,8475060,8594083,125,0.2712986634883954
ENSG00000130413.15,STK33,-,1,0,4,8477275,8594083,402,0.4896033095224138
ENSG00000130413.15,STK33,-,1,0,4,8477275,8594083,402,0.4896033095224138
ENSG00000130413.15,STK33,-,13,0,16,8480613,8594083,126,0.2809687384159149
ENSG00000130413.15,STK33,-,13,0,16,8480613,8594083,126,0.2809687384159149
ENSG00000130413.15,STK33,-,13,0,16,8480613,8594083,126,0.2809687384159149
ENSG00000174080.10,CTSF,-,0,9,12,66563975,66564745,164,0.8236571879936809
ENSG00000174080.10,CTSF,-,3,5,11,66565003,66566044,167,0.5955463998430449
ENSG00000149743.13,TRPT1,-,0,4,7,64223962,64224288,406,0.8720276696930394
ENSG00000149743.13,TRPT1,-,3,1,7,64224708,64225813,280,0.3751093613298337
ENSG00000149743.13,TRPT1,-,3,0,6,64224708,64226059,94,0.3384317104696251
ENSG00000149743.13,TRPT1,-,0,0,3,64224708,64226059,127,0.3384317104696251
ENSG00000149743.13,TRPT1,-,4,0,7,64224935,64226059,269,0.2802269751200349
ENSG00000173653.7,RCE1,+,1,0,4,66843853,66844942,31,0.3085278858625162
ENSG00000087884.14,AAMDC,+,4,0,7,77821237,77841026,29,0.1945660244636367
ENSG00000087884.14,AAMDC,+,3,0,6,77821237,77842531,62,0.209602125124519
ENSG00000087884.14,AAMDC,+,4,0,7,77821237,77841026,29,0.1945660244636367
ENSG00000087884.14,AAMDC,+,3,0,6,77821237,77842531,62,0.209602125124519
ENSG00000087884.14,AAMDC,+,2,0,5,77821237,77884916,28,0.3275416029319672
ENSG00000087884.14,AAMDC,+,2,1,6,77842617,77869744,127,0.4399595543441398
ENSG00000087884.14,AAMDC,+,2,1,6,77842617,77869744,127,0.4399595543441398
ENSG00000087884.14,AAMDC,+,0,2,5,77842617,77900765,167,0.627167271101396
ENSG00000087884.14,AAMDC,+,0,1,4,77842617,77918153,31,0.6079999178863958
ENSG00000087884.14,AAMDC,+,0,2,5,77855414,77872232,11,0.8334797976839105
ENSG00000087884.14,AAMDC,+,1,2,6,77869816,77884916,91,0.7060995366009871
ENSG00000087884.14,AAMDC,+,0,3,6,77869816,77900765,127,0.8056033562357906
ENSG00000087884.14,AAMDC,+,0,3,6,77869816,77900765,127,0.8056033562357906
ENSG00000087884.14,AAMDC,+,0,4,7,77869816,77918153,137,0.7480816049801227
ENSG00000166181.12,API5,+,5,5,13,43323621,43328733,91,0.4441001564945226
ENSG00000185101.12,ANO9,-,7,10,20,421189,428380,56,0.7152143213158332
ENSG00000196954.13,CASP4,-,6,0,9,104955000,104968522,91,0.2644183963549982
ENSG00000021300.13,PLEKHB1,+,1,3,7,73652998,73660766,95,0.6080634500991408
ENSG00000167333.12,TRIM68,-,3,0,6,4602406,4608145,31,0.3050321086430151
ENSG00000177951.17,BET1L,-,1,2,6,201737,205615,69,0.5782249259085945
ENSG00000087053.18,MTMR2,-,13,3,19,95865668,95887615,349,0.527323132993322
ENSG00000087053.18,MTMR2,-,12,3,18,95865668,95887615,249,0.5326021095152603
ENSG00000087053.18,MTMR2,-,12,3,18,95865668,95887615,252,0.5271200195659907
ENSG00000087053.18,MTMR2,-,12,2,17,95865668,95888217,127,0.52389654827636
ENSG00000087053.18,MTMR2,-,13,1,17,95866467,95888217,380,0.5230582114260617
ENSG00000175567.8,UCP2,-,5,1,9,73978472,73981501,12,0.3495472344591287
ENSG00000150672.17,DLG2,-,5,1,9,83472726,83532783,58,0.4715459451610561
ENSG00000166266.13,CUL5,+,10,1,14,108033880,108052676,184,0.3994791424452402
ENSG00000166266.13,CUL5,+,10,5,18,108054904,108070139,223,0.5982628971795787
ENSG00000166575.16,TMEM135,+,12,0,15,87038156,87091364,119,0.0936188694841995
ENSG00000166575.16,TMEM135,+,8,0,11,87038156,87157347,125,0.2094232300101347
ENSG00000166575.16,TMEM135,+,0,1,4,87067790,87157347,184,0.6124911663681036
ENSG00000166575.16,TMEM135,+,3,2,8,87071613,87236684,115,0.4260746625004126
ENSG00000166575.16,TMEM135,+,9,4,16,87091368,87157347,93,0.3024477973676284
ENSG00000166575.16,TMEM135,+,9,4,16,87091368,87157347,93,0.3024477973676284
ENSG00000182359.14,KBTBD3,-,0,0,3,106054453,106077320,3,0.4644145422121347
ENSG00000087365.15,SF3B2,+,4,2,9,66053094,66056838,317,0.4007710100231303
ENSG00000087365.15,SF3B2,+,15,3,21,66055311,66057266,239,0.2369377005509475
ENSG00000151376.16,ME3,-,0,12,15,86434934,86442877,71,0.9832488080031364
ENSG00000151376.16,ME3,-,0,10,13,86441371,86447073,457,0.9868919135724848
ENSG00000151376.16,ME3,-,1,14,18,86442877,86448183,249,0.9812568383996956
ENSG00000151376.16,ME3,-,4,7,14,86448253,86465132,351,0.9328161173685716
ENSG00000151376.16,ME3,-,4,7,14,86448253,86465132,351,0.9328161173685716
ENSG00000151376.16,ME3,-,4,7,14,86448253,86465132,351,0.9328161173685716
ENSG00000151376.16,ME3,-,5,7,15,86449998,86464057,93,0.9313612057235467
ENSG00000151376.16,ME3,-,5,7,15,86449998,86464904,38,0.9296167368074678
ENSG00000151376.16,ME3,-,6,8,17,86450392,86464904,379,0.928412204422783
ENSG00000151376.16,ME3,-,6,7,16,86450392,86465132,243,0.9281959042149746
ENSG00000151376.16,ME3,-,8,7,18,86457649,86465132,414,0.9126235224893134
ENSG00000151376.16,ME3,-,7,8,18,86457649,86464904,244,0.9129763086163488
ENSG00000151376.16,ME3,-,8,7,18,86457649,86465132,414,0.9126235224893134
ENSG00000151376.16,ME3,-,7,7,17,86457649,86465132,120,0.9125527723050942
ENSG00000151376.16,ME3,-,9,8,20,86462663,86465132,316,0.9017918557517184
ENSG00000151376.16,ME3,-,11,4,18,86487438,86497977,244,0.776769270104308
ENSG00000151376.16,ME3,-,11,4,18,86487438,86497977,244,0.776769270104308
ENSG00000151376.16,ME3,-,2,2,7,86508861,86556553,127,0.7500996842434235
ENSG00000151376.16,ME3,-,5,0,8,86508861,86671807,123,0.3948333606802628
